k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,74,12.3333,7.97376
1,6,74,148,12.3333,7.21757
2,12,148,221,12.1667,6.99979
3,18,221,293,12,6.62547
4,24,293,362,11.5,6.50662
5,30,362,430,11.3333,6.47619
6,36,430,502,12,6.00771
7,42,502,573,11.8333,7.03951
8,48,573,644,11.8333,6.82861
9,54,644,714,11.6667,6.751
10,60,714,785,11.8333,7.00871
11,66,785,856,11.8333,7.33505
12,72,856,925,11.5,5.53718
13,78,925,999,12.3333,7.11236
14,84,999,1069,11.6667,7.13851
15,90,1069,1138,11.5,7.20898
16,96,1138,1207,11.5,7.57986
17,102,1207,1278,11.8333,7.10328
18,108,1278,1348,11.6667,7.31384
19,114,1348,1416,11.3333,7.49545
20,120,1416,1484,11.3333,7.05326
21,126,1484,1552,11.3333,6.47235
22,132,1552,1619,11.1667,6.25197
23,138,1619,1688,11.5,6.16027
24,144,1688,1757,11.5,5.83717
25,150,1757,1817,10,6.32618
26,156,1817,1887,11.6667,5.88972
27,162,1887,1954,11.1667,7.4185
