k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,2856,168,2856,0,0,12,,,7.37415,0.492929
1,2862,162,2862,0,72,12.3333,12.3333,0,7.95752,0.427391
2,2868,156,2868,0,146,12.5,12.5,0,7.15013,0.347661
3,2874,150,2874,0,221,12.5,12.5,0,7.75388,0.316479
4,2880,144,2880,0,296,12.4905,12.4905,0,8.26267,0.296983
5,2886,138,2886,0,370.943,12.4916,11.8429,0.648716,8.06946,0.26936
6,2892,132,2892,0,445.892,11.7341,12.3513,-0.617134,6.79042,0.241696
7,2898,126,2898,0,516.297,10.7838,11.6171,-0.833333,5.48934,0.2316
8,2904,120,2904,0,581,11.6667,11.6667,0,6.82563,0.196837
9,2910,114,2910,0,651,10.8333,11.6667,-0.833333,5.49629,0.175068
10,2916,108,2916,0,716,12.5,11.6667,0.833333,7.31668,0.144419
11,2922,102,2922,0,791,13.3333,13.3333,0,9.3023,0.132982
12,2928,96,2928,0,871,13.3333,13.3333,0,8.95295,0.104597
13,2934,90,2934,0,951,13.3333,13.3333,0,8.89177,0.072799
14,2940,84,2940,0,1031,12.3333,12.5,-0.166667,7.58109,0.0659168
15,2946,78,2946,0,1105,12.5,12.5,0,7.94343,0.0504913
16,2952,72,2952,0,1180,12.3333,12.5,-0.166667,6.34181,0.0441932
17,2958,66,2958,0,1254,11.818,11.818,0,6.40761,0.0448808
18,2964,60,2964,0,1324.91,10.8487,11.4836,-0.634933,5.82731,0.0347368
19,2970,54,2970,0,1390,10.6282,12.2937,-1.66554,4.9504,0.0277226
20,2976,48,2976,0,1453.77,9.99326,9.99326,0,3.9897,0.022958
21,2982,42,2982,0,1513.73,12.4916,9.99326,2.49832,7.30767,0.0169529
22,2988,36,2988,0,1588.68,10.0536,10.887,-0.833333,4.16148,0.0116435
23,2994,30,2994,0,1649,10.8333,10,0.833333,5.53514,0.0080185
24,3000,24,3000,0,1714,10,10,0,4.85325,0.00414779
25,3006,18,3006,0,1774,10,10,0,5.50004,0.00198996
26,3012,12,3012,0,1834,10,10,0,3.93003,0.000848458
27,3018,6,3018,0,1894,10.0057,10.0057,0,4.55383,0.000197292
