k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,72,12,7.37415
1,6,72,146,12.3333,7.95752
2,12,146,221,12.5,7.15013
3,18,221,296,12.5,7.75388
4,24,296,370.943,12.4905,8.26267
5,30,370.943,445.892,12.4916,8.06946
6,36,445.892,516.297,11.7341,6.79042
7,42,516.297,581,10.7838,5.48934
8,48,581,651,11.6667,6.82563
9,54,651,716,10.8333,5.49629
10,60,716,791,12.5,7.31668
11,66,791,871,13.3333,9.3023
12,72,871,951,13.3333,8.95295
13,78,951,1031,13.3333,8.89177
14,84,1031,1105,12.3333,7.58109
15,90,1105,1180,12.5,7.94343
16,96,1180,1254,12.3333,6.34181
17,102,1254,1324.91,11.818,6.40761
18,108,1324.91,1390,10.8487,5.82731
19,114,1390,1453.77,10.6282,4.9504
20,120,1453.77,1513.73,9.99326,3.9897
21,126,1513.73,1588.68,12.4916,7.30767
22,132,1588.68,1649,10.0536,4.16148
23,138,1649,1714,10.8333,5.53514
24,144,1714,1774,10,4.85325
25,150,1774,1834,10,5.50004
26,156,1834,1894,10,3.93003
27,162,1894,1954.03,10.0057,4.55383
