k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,74.9495,12.4916,9.19665
1,6,74.9495,149.899,12.4916,8.89234
2,12,149.899,226,12.6835,8.73655
3,18,226,296,11.6667,7.74692
4,24,296,370.943,12.4905,9.38976
5,30,370.943,445.892,12.4916,9.80314
6,36,445.892,521,12.518,8.93786
7,42,521,596,12.5,7.63265
8,48,596,667,11.8333,7.11424
9,54,667,741,12.3333,8.12736
10,60,741,816,12.5,7.73301
11,66,816,891,12.5,8.61993
12,72,891,961,11.6667,6.21778
13,78,961,1031,11.6667,6.43053
14,84,1031,1095,10.6667,4.95329
15,90,1095,1165,11.6667,6.54804
16,96,1165,1235,11.6667,7.14057
17,102,1235,1309.92,12.4863,8.59824
18,108,1309.92,1373.82,10.6509,6.39782
19,114,1373.82,1433.78,9.99326,6.01093
20,120,1433.78,1493.74,9.99326,5.4355
21,126,1493.74,1553.7,9.99326,4.5665
22,132,1553.7,1619,10.883,5.1486
23,138,1619,1694,12.5,7.88695
24,144,1694,1761,11.1667,6.48293
25,150,1761,1831.81,11.8013,6.18572
26,156,1831.81,1894,10.3654,5.4388
27,162,1894,1954.03,10.0057,4.03509
