k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,70,11.6667,7.13247
1,6,70,137,11.1667,6.35192
2,12,137,205,11.3333,5.75476
3,18,205,275,11.6667,7.0258
4,24,275,341,11,6.19908
5,30,341,407,11,6.42883
6,36,407,475,11.3333,7.68376
7,42,475,540,10.8333,7.9066
8,48,540,611,11.8333,7.53777
9,54,611,681,11.6667,6.17316
10,60,681,752,11.8333,6.61944
11,66,752,824,12,6.88305
12,72,824,897,12.1667,6.43116
13,78,897,969,12,6.91397
14,84,969,1042,12.1667,7.48821
15,90,1042,1112,11.6667,6.21869
16,96,1112,1183,11.8333,7.75587
17,102,1183,1253,11.6667,7.81429
18,108,1253,1322,11.5,7.63815
19,114,1322,1392,11.6667,8.51719
20,120,1392,1462,11.6667,8.24586
21,126,1462,1532,11.6667,6.24764
22,132,1532,1604,12,6.50456
23,138,1604,1674,11.6667,6.6136
24,144,1674,1742,11.3333,6.61269
25,150,1742,1805,10.5,7.09663
26,156,1805,1884,13.1667,8.3749
27,162,1884,1954,11.6667,7.44723
