k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,336,168,336,0,0,11.8333,,,6.96944,6.42987
1,342,162,342,0,71,10.5,11,-0.5,6.68914,6.14156
2,348,156,348,0,134,11.6667,11.6667,0,8.1184,5.70814
3,354,150,354,0,204,12,12.3333,-0.333333,8.44255,5.33786
4,360,144,360,0,276,11.8333,13,-1.16667,7.29192,4.87446
5,366,138,366,0,347,11.6667,11.5,0.166667,8.59067,4.41924
6,372,132,372,0,417,12,11.8333,0.166667,8.05413,4.06194
7,378,126,378,0,489,12.1667,12.3333,-0.166667,7.29837,3.68847
8,384,120,384,0,562,11.8333,11.6667,0.166667,7.47308,3.28434
9,390,114,390,0,633,11.6667,12.3333,-0.666667,7.18829,2.99632
10,396,108,396,0,703,12.6667,12.5,0.166667,7.68889,2.67414
11,402,102,402,0,779,12.5,12.5,0,7.87116,2.1945
12,408,96,408,0,854,12.6667,12.5,0.166667,7.41441,1.97946
13,414,90,414,0,930,12.3333,12.1667,0.166667,7.95289,1.72818
14,420,84,420,0,1004,11.8333,11.6667,0.166667,7.02064,1.51383
15,426,78,426,0,1075,11.8333,11.3333,0.5,7.48119,1.33754
16,432,72,432,0,1146,11.1667,10.8333,0.333333,7.92178,1.12946
17,438,66,438,0,1213,10.5,11.1667,-0.666667,5.91513,0.923865
18,444,60,444,0,1276,11.1667,10.8333,0.333333,7.09568,0.752899
19,450,54,450,0,1343,11.1667,11.3333,-0.166667,6.43535,0.601201
20,456,48,456,0,1410,11.3333,11.3333,0,6.72896,0.484292
21,462,42,462,0,1478,11.3333,11.5,-0.166667,6.70649,0.354946
22,468,36,468,0,1546,10.8333,11.5,-0.666667,5.91561,0.272111
23,474,30,474,0,1611,11,10.8333,0.166667,5.98153,0.181395
24,480,24,480,0,1677,11,11.1667,-0.166667,6.37467,0.104833
25,486,18,486,0,1743,11.3333,12,-0.666667,7.07402,0.0469072
26,492,12,492,0,1811,11.8333,11.5,0.333333,7.21061,0.0122421
27,498,6,498,0,1882,12.1667,12.1667,0,8.51155,0.000289334
