k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,6,280,6,0,0,10.6667,,,5.72014,0.266681
1,12,274,6,6,64,11.6667,10.5,1.16667,6.65105,0.26143
2,18,268,6,12,134,10.8333,11.1667,-0.333333,5.15483,0.313699
3,24,262,24,0,199,10.5,10.5,0,4.86395,0.297752
4,30,256,30,0,262,11,10,1,5.16851,0.22148
5,36,250,36,0,328,10.6667,10.8333,-0.166667,4.99369,0.218034
6,42,244,36,6,392,11,11,0,5.33116,0.194133
7,48,238,48,0,458,12.6667,12.6667,0,8.57144,0.197225
8,54,232,48,6,534,12.1667,12.1667,0,7.39375,0.185886
9,60,226,60,0,607,12.3333,12.5,-0.166667,7.47186,0.16879
10,66,220,66,0,681,12,12,0,7.61114,0.166067
11,72,214,72,0,753,13.1667,12.3333,0.833333,10.2302,0.146955
12,78,208,78,0,832,12.6667,11.6667,1,8.62367,0.142677
13,84,202,78,6,908,11.3333,11.3333,0,7.05332,0.130622
14,90,196,90,0,976,11,10.8333,0.166667,6.78542,0.131336
15,96,190,90,6,1042,11.3333,11.3333,0,6.49026,0.115473
16,102,184,102,0,1110,11.5,11.5,0,6.3132,0.11045
17,108,178,108,0,1179,12.5,12.5,0,7.36368,0.0997889
18,114,172,114,0,1254,12.3333,12.3333,0,6.88288,0.0812306
19,120,166,120,0,1328,12.3333,12.3333,0,6.5792,0.0768797
20,126,160,126,0,1402,12.1667,12.1667,0,6.64809,0.0703602
21,132,154,132,0,1475,13.3333,12.3333,1,9.29444,0.0639044
22,138,148,138,0,1555,13.1667,13.1667,0,8.89433,0.0592997
23,144,142,138,6,1634,13.3333,12.8333,0.5,9.31016,0.0568651
24,150,136,150,0,1714,13,13,0,8.82904,0.0509525
25,156,130,156,0,1792,12.3333,12.5,-0.166667,7.61888,0.0446638
26,162,124,162,0,1866,12.3333,12.3333,0,8.29439,0.0412829
27,168,118,168,0,1940,12.6667,12.6667,0,8.03125,0.0376771
28,174,112,174,0,2016,12.5,12.5,0,7.73613,0.0329556
29,180,106,180,0,2091,12.8333,13.5,-0.666667,8.3062,0.029144
30,186,100,180,6,2168,12.1667,12.1667,0,8.54318,0.0269952
31,192,94,180,12,2241,12.1667,11.8333,0.333333,8.35986,0.0228248
32,198,88,180,18,2314,11.6667,11.5,0.166667,7.60675,0.0210254
33,204,82,180,24,2384,11.6667,11.5,0.166667,7.68272,0.0174156
34,210,76,180,30,2454,11.5,11.5,0,6.50151,0.0151343
35,216,70,180,36,2523,12,11.3333,0.666667,7.37378,0.0129392
36,222,64,222,0,2595,11.6667,11.6667,0,7.92523,0.0111053
37,228,58,228,0,2665,11.5,11.5,0,6.9308,0.00894987
38,234,52,234,0,2734,13.3333,11.8333,1.5,10.7169,0.00727617
39,240,46,240,0,2814,13.5,13.5,0,11.1511,0.00559475
40,246,40,246,0,2895,13.1667,13.1667,0,10.121,0.00791892
41,252,34,252,0,2974,12.1667,12.1667,0,7.3368,0.00284117
42,258,28,258,0,3047,12.1667,11.6667,0.5,8.55321,0.00167583
43,264,22,264,0,3120,11.6667,11.6667,0,7.07835,0.00113717
44,270,16,270,0,3190,12.6667,12.6667,0,9.21998,0.000497542
45,276,10,276,0,3266,12.5,12.5,0,8.84227,0.000176041
46,282,4,282,0,3341,13.06,13.06,0,6.69914,4.3833e-05
