k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,3696,168,3696,0,0,10.5,,,5.44432,14.2993
1,3702,162,3702,0,63,12.3333,10.6667,1.66667,8.40667,13.3934
2,3708,156,3708,0,137,12.6667,12.3333,0.333333,8.91912,12.3997
3,3714,150,3714,0,213,11.8333,12.3333,-0.5,7.8324,11.347
4,3720,144,3720,0,284,10.6667,11.6667,-1,6.61458,10.3752
5,3726,138,3726,0,348,10,10.3333,-0.333333,6.72065,9.49791
6,3732,132,3732,0,408,11,10.6667,0.333333,8.42313,8.71611
7,3738,126,3738,0,474,11.3333,11,0.333333,9.80045,8.03448
8,3744,120,3744,0,542,11.1667,11.6667,-0.5,8.98397,7.21303
9,3750,114,3750,0,609,12.3333,11.8333,0.5,10.7833,6.56396
10,3756,108,3756,0,683,12.6667,12.3333,0.333333,10.1353,5.78226
11,3762,102,3762,0,759,11.6667,11.8333,-0.166667,8.25978,5.06739
12,3768,96,3768,0,829,12.1667,12,0.166667,7.62157,4.49062
13,3774,90,3774,0,902,12.5,12.8333,-0.333333,7.50775,3.99397
14,3780,84,3780,0,977,12,12.3333,-0.333333,6.52211,3.55924
15,3786,78,3786,0,1049,12.1667,12.1667,0,6.62779,2.96912
16,3792,72,3792,0,1122,11.8333,12,-0.166667,7.54587,2.45132
17,3798,66,3798,0,1193,12,12.5,-0.5,7.48976,2.07406
18,3804,60,3804,0,1265,12.3333,12.3333,0,7.74242,1.70018
19,3810,54,3810,0,1339,12.3333,12,0.333333,7.97074,1.31756
20,3816,48,3816,0,1413,12.6667,12.3333,0.333333,8.06969,1.00367
21,3822,42,3822,0,1489,11.8333,12,-0.166667,7.83611,0.746899
22,3828,36,3828,0,1560,12.3333,12.3333,0,7.64852,0.510321
23,3834,30,3834,0,1634,12.1667,12.3333,-0.166667,7.85332,0.314286
24,3840,24,3840,0,1707,11,13,-2,5.80066,0.171643
25,3846,18,3846,0,1773,10.3333,9.16667,1.16667,3.75254,0.0736773
26,3852,12,3852,0,1835,9.83333,10.5,-0.666667,4.43693,0.0181508
27,3858,6,3858,0,1894,10,10,0,3.87992,0.00043425
