k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,2526,280,2526,0,0,12.5,,,7.48469,10.1015
1,2532,274,2532,0,75,12,12.6667,-0.666667,6.70086,9.63984
2,2538,268,2538,0,147,12.6667,11.1667,1.5,8.62647,9.19461
3,2544,262,2544,0,223,12.8333,12.8333,0,9.31445,8.77169
4,2550,256,2550,0,300,13.1667,13.1667,0,9.86184,8.25327
5,2556,250,2556,0,379,12.1667,12.6667,-0.5,9.06286,7.86268
6,2562,244,2562,0,452,13,12,1,9.72765,7.45643
7,2568,238,2568,0,530,12.5,12.1667,0.333333,10.5744,7.05268
8,2574,232,2574,0,605,11.8333,13,-1.16667,7.32044,6.80783
9,2580,226,2580,0,676,11.8333,12,-0.166667,7.37494,6.34972
10,2586,220,2586,0,747,12,11.8333,0.166667,7.66693,6.15508
11,2592,214,2592,0,819,11,11.5,-0.5,6.73742,5.6495
12,2598,208,2598,0,885,11.5,10.8333,0.666667,7.72517,5.33928
13,2604,202,2604,0,954,11.5,12.3333,-0.833333,6.70189,5.05034
14,2610,196,2610,0,1023,13.3333,12.3333,1,8.50856,248.437
15,2616,190,2616,0,1103,11.3333,12.5,-1.16667,6.41879,4.44738
16,2622,184,2622,0,1171,11.3333,11,0.333333,6.98608,4.15125
17,2628,178,2628,0,1239,11.3333,11.5,-0.166667,7.07017,3.89573
18,2634,172,2634,0,1307,13,12.1667,0.833333,9.12509,3.6163
19,2640,166,2640,0,1385,12.3333,13.1667,-0.833333,7.41814,3.36376
20,2646,160,2646,0,1459,12.5,12.1667,0.333333,8.30465,3.10702
21,2652,154,2652,0,1534,12.5,12.6667,-0.166667,7.72298,2.6853
22,2658,148,2658,0,1609,12.8333,12.3333,0.5,7.73318,2.4759
23,2664,142,2664,0,1686,13.1667,12.6667,0.5,7.98479,2.46284
24,2670,136,2670,0,1765,12.5,12.6667,-0.166667,7.18631,2.13782
25,2676,130,2676,0,1840,12,12.6667,-0.666667,6.25102,1.90347
26,2682,124,2682,0,1912,12.5,11.8333,0.666667,7.09324,1.70402
27,2688,118,2688,0,1987,12.3333,12.3333,0,6.98254,1.54536
28,2694,112,2694,0,2061,12.1667,12.1667,0,7.28326,1.37534
29,2700,106,2700,0,2134,11.8333,11.8333,0,6.83139,1.22001
30,2706,100,2706,0,2205,12.8333,12.6667,0.166667,6.14025,1.07115
31,2712,94,2712,0,2282,12.6667,12.6667,0,5.81321,0.926726
32,2718,88,2718,0,2358,12.1667,12.1667,0,6.31604,0.793503
33,2724,82,2724,0,2431,12.6667,12.3333,0.333333,8.09337,0.674983
34,2730,76,2730,0,2507,12.3333,12.1667,0.166667,8.16519,0.569498
35,2736,70,2736,0,2581,11.6667,11.8333,-0.166667,7.7777,0.473378
36,2742,64,2742,0,2651,11.1667,10.8333,0.333333,8.65181,0.379548
37,2748,58,2748,0,2718,10.6667,11,-0.333333,8.46421,0.304911
38,2754,52,2754,0,2782,11.3333,11.1667,0.166667,8.05568,0.238714
39,2760,46,2760,0,2850,12,11.5,0.5,8.37658,0.176739
40,2766,40,2766,0,2922,12.1667,12,0.166667,7.40312,0.1217
41,2772,34,2772,0,2995,11.6667,11.6667,0,7.64,0.0770898
42,2778,28,2778,0,3065,11.5,11.8333,-0.333333,7.59097,0.0450506
43,2784,22,2784,0,3134,12,11.8333,0.166667,7.60516,0.0199992
44,2790,16,2790,0,3206,11.8333,11.8333,0,7.02355,0.0052055
45,2796,10,2796,0,3277,11.6667,11.6667,0,6.94141,0.00116479
46,2802,4,2802,0,3347,11.75,11.75,0,4.66219,3.2333e-05
