k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,168,168,168,0,0,11.3333,,,9.26715,14.3562
1,174,162,174,0,68,12,12.1667,-0.166667,7.13639,13.481
2,180,156,180,0,140,10.3333,10.8333,-0.5,5.87949,12.3691
3,186,150,186,0,202,9.83333,10,-0.166667,6.57043,11.5646
4,192,144,192,0,261,10.5,10.5,0,6.99639,10.7268
5,198,138,198,0,324,11,10.8333,0.166667,7.10251,9.81754
6,204,132,204,0,390,11.6667,11.5,0.166667,10.1386,9.0262
7,210,126,210,0,460,11.1667,11.3333,-0.166667,7.86134,7.82325
8,216,120,216,0,527,11,11.1667,-0.166667,7.44799,7.04319
9,222,114,222,0,593,11,11,0,7.58871,6.46841
10,228,108,228,0,659,10.8333,11.3333,-0.5,7.40443,5.73196
11,234,102,234,0,724,11.5,11.1667,0.333333,8.32593,5.09886
12,240,96,240,0,793,12,12,0,7.76029,4.50898
13,246,90,246,0,865,12,12.1667,-0.166667,7.06817,3.98075
14,252,84,252,0,937,12,12.1667,-0.166667,6.9156,3.42422
15,258,78,258,0,1009,12.1667,12,0.166667,7.60421,2.91654
16,264,72,264,0,1082,12,12,0,7.1918,2.47786
17,270,66,270,0,1154,11.8333,11.8333,0,7.429,2.03135
18,276,60,276,0,1225,11.8333,12,-0.166667,6.9669,1.66153
19,282,54,282,0,1296,12.1667,12,0.166667,8.03884,1.32532
20,288,48,288,0,1369,12.1667,12.1667,0,7.72928,1.00925
21,294,42,294,0,1442,12,12.1667,-0.166667,7.972,0.751784
22,300,36,300,0,1514,12.3333,12.5,-0.166667,7.68732,0.578382
23,306,30,306,0,1588,12,12,0,7.43236,0.346233
24,312,24,312,0,1660,12.5,12.5,0,6.90782,0.19666
25,318,18,318,0,1735,12.5,11,1.5,7.08861,0.084719
26,324,12,324,0,1810,12.3333,12.8333,-0.5,8.75116,0.0205538
27,330,6,330,0,1884,11.6667,11.6667,0,7.07378,0.000523708
