k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1512,168,1512,0,0,11.5,,,6.85677,6.76674
1,1518,162,1518,0,69,11.3333,11.5,-0.166667,6.60885,6.28277
2,1524,156,1524,0,137,11.5,11.5,0,5.89917,6.353
3,1530,150,1530,0,206,11.3333,11.1667,0.166667,6.37131,5.44857
4,1536,144,1536,0,274,11,11.1667,-0.166667,6.1929,5.04479
5,1542,138,1542,0,340,11.3333,10.8333,0.5,6.91314,4.68389
6,1548,132,1548,0,408,12.1667,11.3333,0.833333,9.50092,4.24
7,1554,126,1554,0,481,10.8333,11.8333,-1,7.92184,3.78098
8,1560,120,1560,0,546,11.1667,12,-0.833333,6.47691,3.61247
9,1566,114,1566,0,613,11.5,11.5,0,5.68468,3.11777
10,1572,108,1572,0,682,11.8333,11.6667,0.166667,6.62205,2.92326
11,1578,102,1578,0,753,12,12.1667,-0.166667,6.83908,2.53062
12,1584,96,1584,0,825,12.1667,11.8333,0.333333,6.42116,2.28071
13,1590,90,1590,0,898,12,12,0,6.74687,1.99885
14,1596,84,1596,0,970,12.1667,12.1667,0,7.33791,1.79017
15,1602,78,1602,0,1043,11.6667,11.6667,0,6.18614,1.43654
16,1608,72,1608,0,1113,11.5,11.6667,-0.166667,7.0314,1.27154
17,1614,66,1614,0,1182,11.5,11.6667,-0.166667,7.75284,1.04387
18,1620,60,1620,0,1251,11.3333,11.3333,0,7.36501,0.878212
19,1626,54,1626,0,1319,11.1667,11.1667,0,7.72665,0.683081
20,1632,48,1632,0,1386,11.3333,11.1667,0.166667,8.10909,0.538658
21,1638,42,1638,0,1454,11.8333,11.8333,0,6.50908,0.412614
22,1644,36,1644,0,1525,11.8333,11.6667,0.166667,6.33719,0.295752
23,1650,30,1650,0,1596,11.6667,11.6667,0,6.56122,0.204504
24,1656,24,1656,0,1666,12,11.3333,0.666667,7.86121,0.117054
25,1662,18,1662,0,1738,11.6667,11.5,0.166667,8.83619,0.051845
26,1668,12,1668,0,1808,13.5,13.5,0,9.45451,0.0137892
27,1674,6,1674,0,1889,11,11,0,6.15596,0.000282
