k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1512,168,1512,0,0,11.6667,,,7.15281,0.147746
1,1518,162,1518,0,70,11.6667,11.8333,-0.166667,7.2236,0.119698
2,1524,156,1524,0,140,11.6667,12.1667,-0.5,6.20381,0.125147
3,1530,150,1530,0,210,12.1667,11,1.16667,7.87793,0.0887784
4,1536,144,1536,0,283,9.16667,11.8333,-2.66667,3.70026,0.0776559
5,1542,138,1542,0,338,11.6667,11.6667,0,7.29326,0.0707508
6,1548,132,1548,0,408,12.5,11.5,1,9.36139,0.0648193
7,1554,126,1554,0,483,10.3333,11.8333,-1.5,7.04536,0.0576373
8,1560,120,1560,0,545,11.0808,11.8333,-0.752541,6.36838,0.0616878
9,1566,114,1566,0,611.485,11.7525,11.5859,0.166667,6.07125,0.0469434
10,1572,108,1572,0,682,11.5,11.5,0,6.0824,0.0449403
11,1578,102,1578,0,751,11.3333,11.3333,0,5.64431,0.037979
12,1584,96,1584,0,819,11,11,0,4.5971,0.0325666
13,1590,90,1590,0,885,12.8333,13,-0.166667,7.90105,0.0304723
14,1596,84,1596,0,962,12.6667,12.6667,0,8.32221,0.0277973
15,1602,78,1602,0,1038,11.8333,11.8333,0,6.52925,0.0226761
16,1608,72,1608,0,1109,12.5,12.5,0,8.70992,0.0194149
17,1614,66,1614,0,1184,11.3333,11.6788,-0.345509,7.45642,0.0162366
18,1620,60,1620,0,1252,11.3333,11.3333,0,7.37642,0.0130777
19,1626,54,1626,0,1320,11.1667,11.1667,0,7.73505,0.0104614
20,1632,48,1632,0,1387,11.3333,11.3333,0,8.0947,0.00777475
21,1638,42,1638,0,1455,11.6187,11.6187,0,6.17028,0.00618929
22,1644,36,1644,0,1524.71,12.0237,12.0237,0,6.65458,0.004229
23,1650,30,1650,0,1596.85,11.5242,11.5242,0,6.33833,0.00298642
24,1656,24,1656,0,1666,11.3333,11.3333,0,6.68272,0.00168075
25,1662,18,1662,0,1734,12.6667,12.6667,0,9.92915,0.00102879
26,1668,12,1668,0,1810,13.1667,13.1667,0,6.96732,0.000410583
27,1674,6,1674,0,1889,10.9498,10.9498,0,6.08805,9.1958e-05
