k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1686,280,1686,0,0,11.1667,,,6.29792,16.3012
1,1692,274,1692,0,67,11.5,10.8333,0.666667,5.99825,15.6491
2,1698,268,1698,0,136,10.6667,11,-0.333333,6.5469,14.7533
3,1704,262,1704,0,200,9.33333,10.8333,-1.5,5.09795,14.1678
4,1710,256,1710,0,256,11,11,0,5.4723,13.6188
5,1716,250,1716,0,322,11.3333,11.3333,0,7.63255,31.2392
6,1722,244,1722,0,390,11.5,11.5,0,8.97402,30.4545
7,1728,238,1728,0,459,12.3333,12.1667,0.166667,8.0976,31.9263
8,1734,232,1734,0,533,11.6667,12.5,-0.833333,6.79565,29.2107
9,1740,226,1740,0,603,12.3333,12.1667,0.166667,7.49976,42.477
10,1746,220,1746,0,677,12.8333,12.1667,0.666667,8.59125,41.1062
11,1752,214,1752,0,754,12.1667,12,0.166667,7.23115,9.74991
12,1758,208,1758,0,827,11.8333,12.3333,-0.5,8.31069,9.21665
13,1764,202,1764,0,898,12,12.6667,-0.666667,7.40067,8.39833
14,1770,196,1770,0,970,12.3333,12.1667,0.166667,7.30495,8.10163
15,1776,190,1776,0,1044,12.1667,12.5,-0.333333,6.78814,7.651
16,1782,184,1782,0,1117,11.8333,12,-0.166667,6.76578,7.28421
17,1788,178,1788,0,1188,12.1667,12.1667,0,7.26587,6.75808
18,1794,172,1794,0,1261,12,12,0,7.52583,6.19784
19,1800,166,1800,0,1333,12.6667,12,0.666667,9.40512,5.59998
20,1806,160,1806,0,1409,12.1667,13,-0.833333,6.97589,5.17106
21,1812,154,1812,0,1482,11.6667,12,-0.333333,6.57217,5.22876
22,1818,148,1818,0,1552,12.1667,12,0.166667,6.91261,4.67045
23,1824,142,1824,0,1625,12.1667,12.1667,0,6.70132,4.0599
24,1830,136,1830,0,1698,12.1667,12.1667,0,6.78301,4.05112
25,1836,130,1836,0,1771,12.1667,12.3333,-0.166667,6.85781,3.38433
26,1842,124,1842,0,1844,12.3333,12.8333,-0.5,6.75816,3.43775
27,1848,118,1848,0,1918,12,12,0,7.00362,2.79475
28,1854,112,1854,0,1990,12.3333,12.3333,0,7.83828,2.82708
29,1860,106,1860,0,2064,12.6667,12.5,0.166667,8.20008,2.33003
30,1866,100,1866,0,2140,12.3333,12.6667,-0.333333,8.81562,2.00949
31,1872,94,1872,0,2214,12.1667,12.6667,-0.5,7.04946,1.93906
32,1878,88,1878,0,2287,12.1667,12.1667,0,7.4885,1.73478
33,1884,82,1884,0,2360,12,12,0,7.91757,1.36825
34,1890,76,1890,0,2432,12.5,12.5,0,9.38923,1.19004
35,1896,70,1896,0,2507,12.8333,12.8333,0,9.52228,1.01341
36,1902,64,1902,0,2584,12.1667,12.3333,-0.166667,7.55833,1.01032
37,1908,58,1908,0,2657,13,12.5,0.5,7.96527,0.808845
38,1914,52,1914,0,2735,13.1667,13.1667,0,7.22678,0.626301
39,1920,46,1920,0,2814,12.8333,12.8333,0,7.37931,0.474815
40,1926,40,1926,0,2891,12.8333,12.6667,0.166667,7.963,0.351946
41,1932,34,1932,0,2968,12.5,12.5,0,8.68831,0.220735
42,1938,28,1938,0,3043,12.1667,12.1667,0,9.00397,0.145513
43,1944,22,1944,0,3116,12.3333,12.3333,0,8.59317,0.0802685
44,1950,16,1950,0,3190,12.6667,12.8333,-0.166667,8.89175,0.0347789
45,1956,10,1956,0,3266,12.6667,12.6667,0,9.79021,0.00656012
46,1962,4,1962,0,3342,12.75,12.75,0,6.24883,0.000132542
