k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,3864,168,3864,0,0,12.4916,,,7.25527,0.447725
1,3870,162,3870,0,74.9495,10.1751,10.1751,0,4.78585,0.408928
2,3876,156,3876,0,136,12.5,12.5,0,7.79258,0.362033
3,3882,150,3882,0,211,12.5,12.5,0,8.57434,0.317746
4,3888,144,3888,0,286,10.8333,11.8333,-1,4.99993,0.285328
5,3894,138,3894,0,351,9.98598,9.98598,0,4.40501,0.264491
6,3900,132,3900,0,410.916,12.4916,9.99326,2.49832,8.47974,0.246017
7,3906,126,3906,0,485.865,10.0224,11.6891,-1.66667,4.86663,0.22422
8,3912,120,3912,0,546,11,10.1667,0.833333,4.93524,0.194865
9,3918,114,3918,0,612,9.83333,9.83333,0,3.78165,0.181151
10,3924,108,3924,0,671,9.16667,9.16667,0,3.1382,0.150344
11,3930,102,3930,0,726,10.8333,10.8333,0,5.24285,0.141196
12,3936,96,3936,0,791,11.6667,11.6667,0,7.41426,0.0966477
13,3942,90,3942,0,861,10,11.6667,-1.66667,4.48102,0.0800147
14,3948,84,3948,0,921,11.6667,10.8333,0.833333,5.47694,0.0652604
15,3954,78,3954,0,991,10.6667,10.6667,0,4.88645,0.0561463
16,3960,72,3960,0,1055,12.5,11.6667,0.833333,8.33175,0.047913
17,3966,66,3966,0,1130,12.5,13.3333,-0.833333,7.95759,0.0410045
18,3972,60,3972,0,1205,12.4897,12.4897,0,8.93975,0.0337587
19,3978,54,3978,0,1279.94,12.3164,12.3164,0,9.33412,0.0264032
20,3984,48,3984,0,1353.84,12.4916,12.4916,0,8.77742,0.0222034
21,3990,42,3990,0,1428.79,12.4916,12.4916,0,9.14568,0.0159007
22,3996,36,3996,0,1503.74,12.4916,12.4916,0,8.6316,0.0112736
23,4002,30,4002,0,1578.68,12.5525,12.5525,0,8.87181,0.00758346
24,4008,24,4008,0,1654,12.6667,13,-0.333333,9.2278,0.00408863
25,4014,18,4014,0,1730,12.6336,12.6336,0,9.75343,0.00190525
26,4020,12,4020,0,1805.8,12.1997,12.5331,-0.333333,7.39828,0.000754458
27,4026,6,4026,0,1879,12.5057,12.5057,0,7.98819,0.000212541
