k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,3864,168,3864,0,0,12.1667,,,6.68884,14.4762
1,3870,162,3870,0,73,11,10.8333,0.166667,5.94911,13.4633
2,3876,156,3876,0,139,11.3333,11.3333,0,5.75636,12.4782
3,3882,150,3882,0,207,11.5,11.3333,0.166667,6.68749,11.5513
4,3888,144,3888,0,276,11.6667,11.6667,0,6.18729,10.6308
5,3894,138,3894,0,346,11,11.5,-0.5,5.87605,9.71898
6,3900,132,3900,0,412,11.1667,11.1667,0,6.07129,8.91255
7,3906,126,3906,0,479,11.1667,11,0.166667,6.61237,8.07176
8,3912,120,3912,0,546,11.3333,11.6667,-0.333333,5.98864,7.41787
9,3918,114,3918,0,614,11.1667,11.1667,0,5.47368,6.59556
10,3924,108,3924,0,681,11,10.8333,0.166667,5.34919,5.91247
11,3930,102,3930,0,747,10.6667,10.6667,0,5.64221,5.26252
12,3936,96,3936,0,811,10.1667,11,-0.833333,5.59136,4.65599
13,3942,90,3942,0,872,10.8333,11,-0.166667,5.93006,4.06906
14,3948,84,3948,0,937,11.6667,11.3333,0.333333,6.90592,3.54137
15,3954,78,3954,0,1007,11.3333,11.6667,-0.333333,6.66639,3.0543
16,3960,72,3960,0,1075,11.3333,11.3333,0,7.0639,2.57462
17,3966,66,3966,0,1143,11.8333,12,-0.166667,7.73009,2.16744
18,3972,60,3972,0,1214,11.6667,12,-0.333333,7.40847,1.77261
19,3978,54,3978,0,1284,11.3333,12,-0.666667,7.40423,1.41776
20,3984,48,3984,0,1352,12.8333,12,0.833333,9.48707,1.12004
21,3990,42,3990,0,1429,12.3333,12.5,-0.166667,8.82063,0.815142
22,3996,36,3996,0,1503,12.6667,12.6667,0,8.98827,0.577784
23,4002,30,4002,0,1579,12.5,12.5,0,8.74191,0.373227
24,4008,24,4008,0,1654,12.5,12.5,0,9.14516,0.209353
25,4014,18,4014,0,1729,12.3333,13.1667,-0.833333,9.10457,0.0922004
26,4020,12,4020,0,1803,12.5,12.1667,0.333333,7.88803,0.0235252
27,4026,6,4026,0,1878,12.6667,12.6667,0,8.29044,0.000556625
