k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,73,12.1667,6.68884
1,6,73,139,11,5.94911
2,12,139,207,11.3333,5.75636
3,18,207,276,11.5,6.68749
4,24,276,346,11.6667,6.18729
5,30,346,412,11,5.87605
6,36,412,479,11.1667,6.07129
7,42,479,546,11.1667,6.61237
8,48,546,614,11.3333,5.98864
9,54,614,681,11.1667,5.47368
10,60,681,747,11,5.34919
11,66,747,811,10.6667,5.64221
12,72,811,872,10.1667,5.59136
13,78,872,937,10.8333,5.93006
14,84,937,1007,11.6667,6.90592
15,90,1007,1075,11.3333,6.66639
16,96,1075,1143,11.3333,7.0639
17,102,1143,1214,11.8333,7.73009
18,108,1214,1284,11.6667,7.40847
19,114,1284,1352,11.3333,7.40423
20,120,1352,1429,12.8333,9.48707
21,126,1429,1503,12.3333,8.82063
22,132,1503,1579,12.6667,8.98827
23,138,1579,1654,12.5,8.74191
24,144,1654,1729,12.5,9.14516
25,150,1729,1803,12.3333,9.10457
26,156,1803,1878,12.5,7.88803
27,162,1878,1954,12.6667,8.29044
