k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1848,168,1848,0,0,12,,,9.21293,0.146323
1,1854,162,1854,0,72,11.3333,11.3333,0,7.50247,0.119617
2,1860,156,1860,0,140,11.8333,11.6667,0.166667,7.88074,0.112163
3,1866,150,1866,0,211,11.5,11.5,0,8.29358,0.089586
4,1872,144,1872,0,280,11.5,12,-0.5,7.47615,0.0834633
5,1878,138,1878,0,349,12.3333,12.3333,0,8.69687,0.0797597
6,1884,132,1884,0,423,11.8333,11.8333,0,5.97751,0.0697939
7,1890,126,1890,0,494,11.1667,11.1667,0,6.18685,0.0616793
8,1896,120,1896,0,561,11.6667,11.6667,0,6.31703,0.0548934
9,1902,114,1902,0,631,12.1667,11.8333,0.333333,7.1011,0.0493483
10,1908,108,1908,0,704,11.1667,11.1667,0,6.86028,0.0452459
11,1914,102,1914,0,771,11.6667,11.6667,0,7.36368,0.0391628
12,1920,96,1920,0,841,10.5,10.5,0,6.60683,0.035198
13,1926,90,1926,0,904,11,12,-1,7.83074,0.0302938
14,1932,84,1932,0,970,11.8333,11.5,0.333333,8.14187,0.0263823
15,1938,78,1938,0,1041,11.3333,11.3333,0,7.02571,0.0222587
16,1944,72,1944,0,1109,12.5,12.3333,0.166667,8.74383,0.0196719
17,1950,66,1950,0,1184,11.6667,11.6667,0,5.92745,0.016929
18,1956,60,1956,0,1254,12.1667,12.5,-0.333333,7.09125,0.0137555
19,1962,54,1962,0,1327,11.3333,11.9105,-0.577179,6.77716,0.0102716
20,1968,48,1968,0,1395,12,11.3333,0.666667,7.21891,0.00807737
21,1974,42,1974,0,1467,11.3333,11.3333,0,6.59809,0.00606475
22,1980,36,1980,0,1535,11.1667,10.6667,0.5,6.34619,0.00402225
23,1986,30,1986,0,1602,10.6667,10.6667,0,5.60103,0.00286925
24,1992,24,1992,0,1666,11.3333,11.3333,0,6.44899,0.00172946
25,1998,18,1998,0,1734,12.6667,12.6667,0,8.55285,0.000876833
26,2004,12,2004,0,1810,13.1667,13.1667,0,7.86233,0.0004305
27,2010,6,2010,0,1889,10.9498,10.9498,0,6.27008,0.000119167
