k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,672,168,672,0,0,9.5,,,6.22569,0.131197
1,678,162,678,0,57,10.1667,9.83333,0.333333,7.35261,0.124919
2,684,156,684,0,118,10,11.1667,-1.16667,5.57792,0.112209
3,690,150,690,0,178,10.5,13,-2.5,6.84113,0.0820465
4,696,144,696,0,241,10.5,10.5,0,6.76613,0.0718665
5,702,138,702,0,304,11.3333,11.1667,0.166667,7.32674,0.068192
6,708,132,708,0,372,11,11,0,7.45587,0.083539
7,714,126,714,0,438,11.6667,11.6667,0,6.36191,0.0561477
8,720,120,720,0,508,10.5,13.3333,-2.83333,5.74026,0.0529743
9,726,114,726,0,571,10,10,0,5.16936,0.0483119
10,732,108,726,6,631,11.6667,11.6667,0,7.36611,0.0418096
11,738,102,726,12,701,11.6667,11.6667,0,6.40895,0.0344432
12,744,96,726,18,771,11,11,0,5.82369,0.0312052
13,750,90,726,24,837,11.1667,11.1667,0,5.48679,0.0259643
14,756,84,726,30,904,11.1667,11.3333,-0.166667,5.76348,0.022991
15,762,78,762,0,971,12.1667,10.8333,1.33333,8.13132,0.019667
16,768,72,768,0,1044,10.8333,12.5,-1.66667,6.34686,0.0172424
17,774,66,774,0,1109,14.3333,12.5,1.83333,12.4822,0.0142903
18,780,60,780,0,1195,12.8333,12.8333,0,10.2736,0.0114791
19,786,54,786,0,1272,12,12,0,8.01085,0.0101962
20,792,48,792,0,1344,11.5,13.5,-2,6.37843,0.00747908
21,798,42,798,0,1413,12.6068,11.3333,1.27351,7.80402,0.00530821
22,804,36,804,0,1488.64,11.8932,11.8932,0,7.75384,0.0036995
23,810,30,810,0,1560,13.6667,15.6667,-2,13.9989,0.00249246
24,816,24,816,0,1642,12.5,12.5,0,11.7537,0.00149225
25,822,18,822,0,1717,14.1667,14.8333,-0.666667,12.0847,0.000771875
26,828,12,828,0,1802,12.3333,12.3333,0,9.35669,0.000359042
27,834,6,834,0,1876,13.1165,13.1165,-2.35332e-11,12.3384,8.7959e-05
