k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1008,168,1008,0,0,11,,,6.30818,6.73928
1,1014,162,1014,0,66,11.8333,11.8333,0,7.31214,6.37292
2,1020,156,1020,0,137,11.5,11.8333,-0.333333,5.49856,5.90934
3,1026,150,1026,0,206,10.1667,11.1667,-1,4.5266,5.33779
4,1032,144,1032,0,267,12.1667,9.66667,2.5,8.00766,5.076
5,1038,138,1038,0,340,10.5,12.1667,-1.66667,5.9885,4.48363
6,1044,132,1044,0,403,10,11,-1,4.61847,4.13694
7,1050,126,1050,0,463,10.5,10,0.5,5.55214,3.89958
8,1056,120,1056,0,526,11,11,0,5.75998,3.38403
9,1062,114,1062,0,592,11,10.8333,0.166667,5.92293,3.27858
10,1068,108,1068,0,658,11,10.6667,0.333333,6.15616,2.78402
11,1074,102,1074,0,724,10.8333,10.5,0.333333,6.71944,2.6259
12,1080,96,1080,0,789,10.6667,10.8333,-0.166667,7.86606,2.28112
13,1086,90,1086,0,853,11.1667,11.1667,0,8.40971,2.00989
14,1092,84,1092,0,920,12,11.8333,0.166667,10.1952,1.79572
15,1098,78,1098,0,992,14,14.3333,-0.333333,16.8095,1.60635
16,1104,72,1104,0,1076,14.3333,14.3333,0,16.717,1.27904
17,1110,66,1110,0,1162,13.8333,14,-0.166667,16.6555,1.04781
18,1116,60,1116,0,1245,13.5,14.3333,-0.833333,14.7563,0.847884
19,1122,54,1122,0,1326,14,12.8333,1.16667,16.3469,0.687927
20,1128,48,1128,0,1410,11.5,11.8333,-0.333333,8.84755,0.538911
21,1134,42,1134,0,1479,11.6667,11.5,0.166667,7.51393,0.403265
22,1140,36,1140,0,1549,11.3333,11,0.333333,6.78342,0.285296
23,1146,30,1146,0,1617,11.3333,11.3333,0,6.55695,0.197057
24,1152,24,1152,0,1685,11.1667,11.1667,0,6.26255,0.111808
25,1158,18,1158,0,1752,11.1667,11.5,-0.333333,6.26405,0.0506628
26,1164,12,1164,0,1819,11,10.8333,0.166667,5.86224,0.0131935
27,1170,6,1170,0,1885,11.6667,11.6667,0,7.10941,0.000303541
