k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,0,168,0,0,0,9.99326,,,5.66331,0.597243
1,6,162,0,6,59.9596,12.4916,12.4916,0,10.4105,0.482398
2,12,156,0,12,134.909,12.1818,12.4916,-0.309753,9.81553,0.401251
3,18,150,18,0,208,12.1667,12.1667,0,8.26104,0.355575
4,24,144,24,0,281,11.3333,12,-0.666667,5.81794,0.316499
5,30,138,30,0,349,10.3193,10,0.319313,5.24277,0.300802
6,36,132,36,0,410.916,12.4916,11.8474,0.644225,9.33878,0.278075
7,42,126,42,0,485.865,12.5224,12.5224,0,8.97016,0.247219
8,48,120,48,0,561,11.6667,10,1.66667,7.95759,0.218521
9,54,114,54,0,631,10,11.6667,-1.66667,4.4907,0.193879
10,60,108,60,0,691,12.6667,11.6667,1,7.49226,0.170849
11,66,102,66,0,767,12.3333,12.3333,0,8.55556,0.14873
12,72,96,72,0,841,10.8333,10.8333,0,4.94039,0.129804
13,78,90,78,0,906,11.6667,11.6667,0,6.24788,0.122622
14,84,84,84,0,976,11.1667,11.1667,0,5.84674,0.105147
15,90,78,90,0,1043,11.1667,11.1667,0,6.40919,0.0899874
16,96,72,96,0,1110,10.8333,10.8333,0,5.52402,0.0698292
17,102,66,102,0,1175,12.5,11.8333,0.666667,8.75137,0.0555233
18,108,60,108,0,1250,12.4846,12.4846,0,10.2302,0.0473521
19,114,54,114,0,1324.91,12.0154,11.682,0.333333,9.81658,0.0369343
20,120,48,120,0,1397,10.2943,10.2943,0,6.61287,0.0282513
21,126,42,126,0,1458.77,9.16049,9.99326,-0.832772,4.08131,0.0224425
22,132,36,132,0,1513.73,11.8785,9.87854,2,8.43366,0.0122282
23,138,30,138,0,1585,12.3333,12.3333,0,7.41395,0.00814817
24,144,24,144,0,1659,11.6667,11.6667,0,6.39985,0.00428358
25,150,18,150,0,1729,12.6667,12.8333,-0.166667,8.0572,0.00206025
26,156,12,156,0,1805,12.3333,12.3333,0,7.14219,0.00089125
27,162,6,162,0,1879,12.5057,12.5057,0,9.06873,0.000246125
