k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,74,12.3333,9.8233
1,6,74,150,12.6667,10.725
2,12,150,225,12.5,10.4223
3,18,225,292,11.1667,6.35771
4,24,292,360,11.3333,6.44155
5,30,360,424,10.6667,5.75806
6,36,424,493,11.5,7.26178
7,42,493,568,12.5,8.80542
8,48,568,640,12,8.7426
9,54,640,709,11.5,7.50513
10,60,709,778,11.5,5.94515
11,66,778,846,11.3333,6.56972
12,72,846,914,11.3333,6.72515
13,78,914,983,11.5,6.55669
14,84,983,1054,11.8333,7.6344
15,90,1054,1121,11.1667,6.22845
16,96,1121,1194,12.1667,8.44932
17,102,1194,1267,12.1667,8.74577
18,108,1267,1335,11.3333,8.23794
19,114,1335,1404,11.5,8.94355
20,120,1404,1475,11.8333,8.93276
21,126,1475,1542,11.1667,7.14716
22,132,1542,1608,11,6.50408
23,138,1608,1679,11.8333,6.36067
24,144,1679,1748,11.5,6.7148
25,150,1748,1813,10.8333,6.82058
26,156,1813,1886,12.1667,6.88412
27,162,1886,1954,11.3333,6.74941
