k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,0,168,0,0,0,12.3333,,,9.8233,13.5188
1,6,162,0,6,74,12.6667,12.3333,0.333333,10.725,12.5588
2,12,156,0,12,150,12.5,12.1667,0.333333,10.4223,11.6015
3,18,150,18,0,225,11.1667,12,-0.833333,6.35771,10.6225
4,24,144,24,0,292,11.3333,11.5,-0.166667,6.44155,9.70409
5,30,138,30,0,360,10.6667,11.3333,-0.666667,5.75806,9.01843
6,36,132,36,0,424,11.5,10.8333,0.666667,7.26178,8.14017
7,42,126,42,0,493,12.5,11.6667,0.833333,8.80542,7.37193
8,48,120,48,0,568,12,12,0,8.7426,6.67222
9,54,114,54,0,640,11.5,11.8333,-0.333333,7.50513,5.958
10,60,108,60,0,709,11.5,12,-0.5,5.94515,5.30727
11,66,102,66,0,778,11.3333,11.3333,0,6.56972,4.70889
12,72,96,72,0,846,11.3333,11.5,-0.166667,6.72515,4.15896
13,78,90,78,0,914,11.5,11.6667,-0.166667,6.55669,3.63111
14,84,84,84,0,983,11.8333,11.3333,0.5,7.6344,3.14327
15,90,78,90,0,1054,11.1667,12,-0.833333,6.22845,2.66932
16,96,72,96,0,1121,12.1667,11,1.16667,8.44932,2.25886
17,102,66,102,0,1194,12.1667,12.3333,-0.166667,8.74577,1.87065
18,108,60,108,0,1267,11.3333,13.5,-2.16667,8.23794,1.52028
19,114,54,114,0,1335,11.5,11.1667,0.333333,8.94355,1.195
20,120,48,120,0,1404,11.8333,10.6667,1.16667,8.93276,0.924093
21,126,42,126,0,1475,11.1667,11,0.166667,7.14716,0.678647
22,132,36,132,0,1542,11,11.1667,-0.166667,6.50408,0.488899
23,138,30,138,0,1608,11.8333,11.6667,0.166667,6.36067,0.315872
24,144,24,144,0,1679,11.5,11.1667,0.333333,6.7148,0.182065
25,150,18,150,0,1748,10.8333,11.3333,-0.5,6.82058,0.0784282
26,156,12,156,0,1813,12.1667,12,0.166667,6.88412,0.0200533
27,162,6,162,0,1886,11.3333,11.3333,0,6.74941,0.000480834
