k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,840,168,840,0,0,10.8333,,,5.30689,0.116603
1,846,162,846,0,65,10.6667,10.5,0.166667,5.86679,0.117496
2,852,156,852,0,129,11,11,0,6.12485,0.116395
3,858,150,858,0,195,11.2799,11.6667,-0.386808,6.47831,0.111766
4,864,144,864,0,262.679,12.5535,12.5535,0,8.89551,0.081383
5,870,138,870,0,338,12.6667,12.6667,0,9.12651,0.0720539
6,876,132,876,0,414,12.8333,12.8333,0,9.04807,0.0647178
7,882,126,882,0,491,13.5,13.5,0,9.48033,0.0610892
8,888,120,888,0,572,13.5,13.5,0,9.88088,0.0524048
9,894,114,894,0,653,13.3333,13.3333,0,10.514,0.0430745
10,900,108,900,0,733,11.6667,13,-1.33333,6.7085,0.0408637
11,906,102,906,0,803,11.3333,10.6667,0.666667,5.93671,0.0349928
12,912,96,912,0,871,11.3333,10.5,0.833333,5.69695,0.0321899
13,918,90,918,0,939,11.3333,10.5,0.833333,6.28207,0.0274227
14,924,84,924,0,1007,11,11,0,5.09007,0.022985
15,930,78,930,0,1073,11.1667,12.1667,-1,5.65173,0.0203596
16,936,72,936,0,1140,11.3333,11.3333,0,6.0877,0.01748
17,942,66,942,0,1208,11.3333,11.5,-0.166667,5.9078,0.0143874
18,948,60,948,0,1276,11.3333,11.3333,0,5.98066,0.0118867
19,954,54,954,0,1344,10.5,10.5,0,5.62461,0.00936837
20,960,48,960,0,1407,10.5,10.5,0,4.89245,0.00695921
21,966,42,966,0,1470,12.1667,12.1667,0,7.38725,0.005434
22,972,36,972,0,1543,10,10.1667,-0.166667,5.26184,0.00420283
23,978,30,978,0,1603,10.5198,10.5198,0,5.7203,0.00280671
24,984,24,984,0,1666.12,11.3135,11.3135,0,5.76529,0.00146046
25,990,18,990,0,1734,12.6667,12.6667,0,8.94529,0.000806667
26,996,12,996,0,1810,13.1667,13.3333,-0.166667,8.61619,0.000389292
27,1002,6,1002,0,1889,10.9498,10.9498,0,6.70416,0.000109416
