k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,2016,168,2016,0,0,12.1667,,,11.0629,14.5387
1,2022,162,2022,0,73,11.5,12,-0.5,8.88677,13.5725
2,2028,156,2028,0,142,11.6667,12,-0.333333,8.39045,12.4064
3,2034,150,2034,0,212,11,11.3333,-0.333333,7.06792,11.4146
4,2040,144,2040,0,278,11.6667,11.6667,0,7.21925,10.514
5,2046,138,2046,0,348,12.6667,12.1667,0.5,9.29393,9.6213
6,2052,132,2052,0,424,12.8333,12.6667,0.166667,9.46165,8.81072
7,2058,126,2058,0,501,12.3333,12.6667,-0.333333,8.50049,8.00761
8,2064,120,2064,0,575,12.1667,11.6667,0.5,8.06071,7.14104
9,2070,114,2070,0,648,11.1667,11.3333,-0.166667,8.03153,6.44538
10,2076,108,2076,0,715,11.1667,12,-0.833333,7.74187,5.72361
11,2082,102,2082,0,782,12.3333,12.5,-0.166667,7.55537,5.0885
12,2088,96,2088,0,856,11.6667,11.5,0.166667,5.80678,4.48156
13,2094,90,2094,0,926,11,10.6667,0.333333,6.91,3.90182
14,2100,84,2100,0,992,10.5,10.8333,-0.333333,6.58565,3.39006
15,2106,78,2106,0,1055,11.1667,11.1667,0,7.26292,2.90866
16,2112,72,2112,0,1122,11,10.5,0.5,7.74615,2.46435
17,2118,66,2118,0,1188,11.3333,11.1667,0.166667,8.49785,2.03532
18,2124,60,2124,0,1256,12.1667,11.8333,0.333333,9.32453,1.67542
19,2130,54,2124,6,1329,12.3333,12.1667,0.166667,10.7995,1.31725
20,2136,48,2136,0,1403,11.6667,12.1667,-0.5,8.05088,1.00561
21,2142,42,2142,0,1473,11.3333,12,-0.666667,6.72338,0.745349
22,2148,36,2148,0,1541,11.3333,11.3333,0,6.40662,0.529586
23,2154,30,2154,0,1609,11.1667,11.3333,-0.166667,6.19282,0.342045
24,2160,24,2160,0,1676,11.5,11.5,0,7.37925,0.196336
25,2166,18,2166,0,1745,11.8333,11.6667,0.166667,6.54572,0.088137
26,2172,12,2172,0,1816,10.5,11,-0.5,7.0653,0.0207208
27,2178,6,2178,0,1879,12.5,12.5,0,9.95302,0.000565958
