k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,73,12.1667,7.51026
1,6,73,152,13.1667,9.45902
2,12,152,229,12.8333,8.52158
3,18,229,303,12.3333,7.93892
4,24,303,370,11.1667,6.26256
5,30,370,438,11.3333,6.24715
6,36,438,508,11.6667,6.05549
7,42,508,578,11.6667,7.57783
8,48,578,648,11.6667,7.44029
9,54,648,719,11.8333,7.34
10,60,719,789,11.6667,6.97215
11,66,789,859,11.6667,6.80545
12,72,859,925,11,5.61474
13,78,925,994,11.5,6.11182
14,84,994,1064,11.6667,6.47026
15,90,1064,1134,11.6667,6.00578
16,96,1134,1203,11.5,6.64559
17,102,1203,1276,12.1667,7.886
18,108,1276,1347,11.8333,7.39298
19,114,1347,1415,11.3333,7.41393
20,120,1415,1482,11.1667,7.56818
21,126,1482,1550,11.3333,7.36998
22,132,1550,1618,11.3333,6.96998
23,138,1618,1687,11.5,8.28548
24,144,1687,1760,12.1667,8.3039
25,150,1760,1821,10.1667,8.37346
26,156,1821,1890,11.5,6.52554
27,162,1890,1954,10.6667,6.24471
