k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,74.9495,12.4916,8.1289
1,6,74.9495,149.899,12.4916,8.07176
2,12,149.899,225,12.5168,7.9269
3,18,225,299,12.3333,7.99106
4,24,299,359,10,4.34115
5,30,359,427,11.3333,6.45876
6,36,427,491,10.6667,4.78984
7,42,491,556,10.8333,5.55184
8,48,556,626,11.6667,7.26988
9,54,626,696,11.6667,6.71114
10,60,696,760,10.6667,5.49352
11,66,760,821,10.1667,4.69687
12,72,821,891,11.6667,7.0063
13,78,891,967,12.6667,6.62298
14,84,967,1041.13,12.355,7.57426
15,90,1041.13,1105,10.645,4.79199
16,96,1105,1176,11.8333,7.09781
17,102,1176,1249.96,12.3264,8.03524
18,108,1249.96,1324.91,12.4916,8.65171
19,114,1324.91,1398.81,12.3164,9.16519
20,120,1398.81,1473.76,12.4916,10.3861
21,126,1473.76,1540,11.0407,7.05536
22,132,1540,1614,12.3333,8.8872
23,138,1614,1674,10,4.74452
24,144,1674,1744,11.6667,8.9798
25,150,1744,1816,12,8.55285
26,156,1816,1890,12.3333,8.0719
27,162,1890,1954.03,10.6724,6.39291
