k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,3192,168,3192,0,0,11.8333,,,6.69249,14.1992
1,3198,162,3198,0,71,12.1667,11.5,0.666667,7.35462,13.1643
2,3204,156,3204,0,144,11.8333,12.1667,-0.333333,6.36863,12.287
3,3210,150,3210,0,215,12.3333,12.1667,0.166667,7.84622,11.2429
4,3216,144,3216,0,289,12.5,12.5,0,7.81501,10.2871
5,3222,138,3222,0,364,12.1667,12.3333,-0.166667,8.41614,9.34015
6,3228,132,3228,0,437,12.1667,12.1667,0,7.60871,8.54161
7,3234,126,3234,0,510,12,11.6667,0.333333,7.26705,7.79224
8,3240,120,3240,0,582,12.1667,11.5,0.666667,7.69078,6.92699
9,3246,114,3246,0,655,11.5,11.5,0,7.70911,6.25684
10,3252,108,3252,0,724,11.6667,11.6667,0,7.5389,5.58789
11,3258,102,3258,0,794,11.3333,11.5,-0.166667,7.48412,4.97886
12,3264,96,3264,0,862,12.1667,12,0.166667,7.21785,4.39518
13,3270,90,3270,0,935,11.6667,11.6667,0,7.18456,3.77748
14,3276,84,3276,0,1005,11.6667,11.6667,0,6.41864,3.23594
15,3282,78,3282,0,1075,11.5,11.5,0,6.61378,2.81054
16,3288,72,3288,0,1144,11.8333,12,-0.166667,6.26425,2.31751
17,3294,66,3294,0,1215,11.6667,11.5,0.166667,6.54332,1.96177
18,3300,60,3300,0,1285,11.5,11.3333,0.166667,6.05062,1.56562
19,3306,54,3306,0,1354,11.1667,11,0.166667,6.84565,1.22972
20,3312,48,3312,0,1421,11.3333,11,0.333333,6.09098,0.94592
21,3318,42,3318,0,1489,11,10.8333,0.166667,6.1805,0.708084
22,3324,36,3324,0,1555,10.8333,11,-0.166667,5.98447,0.516209
23,3330,30,3330,0,1620,11,11.3333,-0.333333,5.5683,0.331689
24,3336,24,3336,0,1686,11.6667,10.5,1.16667,6.39462,0.185234
25,3342,18,3342,0,1756,10.8333,11.1667,-0.333333,7.02454,0.0809733
26,3348,12,3348,0,1821,11.1667,11,0.166667,5.63126,0.0205287
27,3354,6,3354,0,1888,11,11,0,7.04274,0.000519125
