k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,72,12,7.89938
1,6,72,145,12.1667,7.72261
2,12,145,227,13.6667,8.54578
3,18,227,299,12,7.76995
4,24,299,376,12.8333,8.75326
5,30,376,451,12.5,8.64117
6,36,451,529,13,8.76796
7,42,529,599,11.6667,7.49181
8,48,599,668,11.5,7.32437
9,54,668,740,12,8.25515
10,60,740,816,12.6667,9.82333
11,66,816,885,11.5,7.44172
12,72,885,956,11.8333,7.29874
13,78,956,1027,11.8333,6.7506
14,84,1027,1098,11.8333,6.72982
15,90,1098,1172,12.3333,7.6979
16,96,1172,1244,12,6.46449
17,102,1244,1317,12.1667,7.09043
18,108,1317,1390,12.1667,7.276
19,114,1390,1463,12.1667,6.94119
20,120,1463,1536,12.1667,7.10344
21,126,1536,1610,12.3333,7.9017
22,132,1610,1685,12.5,8.02969
23,138,1685,1759,12.3333,7.64101
24,144,1759,1835,12.6667,7.44863
25,150,1835,1910,12.5,6.42288
26,156,1910,1984,12.3333,6.89546
27,162,1984,2055,11.8333,7.05422
28,168,2055,2126,11.8333,6.57273
29,174,2126,2198,12,6.03623
30,180,2198,2272,12.3333,6.58845
31,186,2272,2346,12.3333,6.22076
32,192,2346,2416,11.6667,7.02253
33,198,2416,2485,11.5,6.73924
34,204,2485,2556,11.8333,7.0632
35,210,2556,2628,12,7.1015
36,216,2628,2698,11.6667,6.72123
37,222,2698,2772,12.3333,6.61905
38,228,2772,2845,12.1667,6.39565
39,234,2845,2919,12.3333,6.75328
40,240,2919,2992,12.1667,6.68372
41,246,2992,3063,11.8333,7.75361
42,252,3063,3136,12.1667,8.45058
43,258,3136,3207,11.8333,7.19595
44,264,3207,3277,11.6667,7.14165
45,270,3277,3348,11.8333,7.02584
46,276,3348,3394,11.5,4.40071
