k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,168,168,168,0,0,11,,,8.87788,6.40182
1,174,162,174,0,66,12,12,0,7.06075,6.07222
2,180,156,180,0,138,10.5,10.8333,-0.333333,6.18287,5.64617
3,186,150,186,0,201,10,10.1667,-0.166667,6.7565,5.30407
4,192,144,192,0,261,10.3333,10.5,-0.166667,6.86665,4.88563
5,198,138,198,0,323,10.6667,10.6667,0,6.64804,4.39582
6,204,132,204,0,387,11.3333,11.1667,0.166667,9.16328,4.07602
7,210,126,210,0,455,10.8333,11.1667,-0.333333,7.46937,3.80995
8,216,120,216,0,520,11,10.8333,0.166667,7.41784,3.42121
9,222,114,222,0,586,11.3333,10.8333,0.5,8.24346,3.06801
10,228,108,228,0,654,11.1667,11.6667,-0.5,7.98455,2.79257
11,234,102,234,0,721,11.3333,11.5,-0.166667,7.87636,2.45158
12,240,96,240,0,789,11.8333,12,-0.166667,7.47146,2.20787
13,246,90,246,0,860,12,12.1667,-0.166667,6.99948,1.89632
14,252,84,252,0,932,12.3333,12,0.333333,7.43632,1.64469
15,258,78,258,0,1006,12.1667,12.1667,0,7.66878,1.45575
16,264,72,264,0,1079,12.3333,12.1667,0.166667,7.79828,1.25996
17,270,66,270,0,1153,11.8333,12.1667,-0.333333,7.45953,1.055
18,276,60,276,0,1224,11.8333,12.1667,-0.333333,6.92743,0.849228
19,282,54,282,0,1295,11.5,11.8333,-0.333333,6.71919,0.680833
20,288,48,288,0,1364,11.6667,11.6667,0,6.88573,0.545746
21,294,42,294,0,1434,12.3333,12.6667,-0.333333,8.50298,0.40519
22,300,36,300,0,1508,12.6667,12.6667,0,8.22404,0.308493
23,306,30,306,0,1584,12.3333,12.1667,0.166667,7.78454,0.212938
24,312,24,312,0,1658,12.6667,12.6667,0,7.27144,0.119213
25,318,18,318,0,1734,12.8333,12,0.833333,8.00825,0.0537604
26,324,12,324,0,1811,13,13,0,9.78093,0.0138846
27,330,6,330,0,1889,11,11,0,5.92295,0.000252917
