k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,168,168,168,0,0,11.3333,,,9.47199,0.133155
1,174,162,174,0,68,12,12,0,7.04619,0.113666
2,180,156,180,0,140,10.1667,10.6667,-0.5,5.65262,0.0986915
3,186,150,186,0,201,10.2799,8.83333,1.44653,7.21997,0.088397
4,192,144,192,0,262.679,10.2201,10.3868,-0.166667,6.70381,0.0746282
5,198,138,198,0,324,10.5,10.5,0,6.39124,0.0678422
6,204,132,204,0,387,10.5,12.3333,-1.83333,6.81284,0.0889662
7,210,126,210,0,450,10.1667,10.1667,0,6.53861,0.0614293
8,216,120,216,0,511,12,12,0,8.28799,0.0560074
9,222,114,222,0,583,11.3333,11.3333,0,8.28321,0.0468007
10,228,108,228,0,651,11.5,12,-0.5,8.68549,0.0430621
11,234,102,234,0,720,11.6667,11.6667,0,8.46854,0.0402355
12,240,96,240,0,790,12.6667,12.6667,0,8.92615,0.0328691
13,246,90,246,0,866,11.8333,11.8333,0,6.15786,0.0282359
14,252,84,252,0,937,11.8333,11.8333,0,6.56507,0.0240308
15,258,78,258,0,1008,10.8333,11.8333,-1,5.46339,0.0208498
16,264,72,264,0,1073,12.1667,12.1667,0,7.31333,0.0181167
17,270,66,270,0,1146,11.9933,11.9933,0,7.72448,0.0140083
18,276,60,276,0,1217.96,12.0067,12.0067,0,7.20209,0.0114597
19,282,54,282,0,1290,12,12,0,6.80965,0.00995037
20,288,48,288,0,1362,12,12,0,7.24323,0.00750992
21,294,42,294,0,1434,12.6667,12,0.666667,8.99901,0.00604963
22,300,36,300,0,1510,12.6667,12.6667,0,8.22261,0.00428917
23,306,30,306,0,1586,12.1667,12.1667,0,7.4776,0.00284492
24,312,24,312,0,1659,12.5,12.5,0,6.98865,0.00174088
25,318,18,318,0,1734,12.6667,12.6667,0,8.21178,0.00095375
26,324,12,324,0,1810,12.3333,13.1667,-0.833333,8.43604,0.000386292
27,330,6,330,0,1884,11.7831,11.7831,0,7.03623,0.000120584
