k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,504,168,504,0,0,12,,,7.07004,0.133509
1,510,162,510,0,72,11.3333,11.3333,0,6.3266,0.115672
2,516,156,516,0,140,10.5,9.97812,0.521882,5.81057,0.103267
3,522,150,522,0,203,10.5,9.94653,0.553475,7.36834,0.0817073
4,528,144,528,0,266,9.83333,10.3333,-0.5,6.671,0.0790088
5,534,138,534,0,325,10.3333,10.3333,0,7.08141,0.0666336
6,540,132,534,6,387,10,10,0,7.48885,0.0637545
7,546,126,546,0,447,10.6667,10.6667,0,6.0955,0.0574655
8,552,120,552,0,511,13.5,13.3333,0.166667,9.72527,0.0517555
9,558,114,558,0,592,11.5,13.2512,-1.75115,7.55881,0.0467779
10,564,108,564,0,661,11.6667,11.6667,0,7.33775,0.0412969
11,570,102,570,0,731,11.6667,11.8333,-0.166667,6.65979,0.0349037
12,576,96,576,0,801,12.3333,11,1.33333,7.67678,0.0317287
13,582,90,582,0,875,12,12.1667,-0.166667,7.42673,0.0274167
14,588,84,588,0,947,11.6667,11.6667,0,8.53531,0.0235563
15,594,78,594,0,1017,12.3333,12,0.333333,10.529,0.0203829
16,600,72,600,0,1091,12.1667,12.1667,0,7.5708,0.0171872
17,606,66,606,0,1164,12,12,0,7.71181,0.0148471
18,612,60,612,0,1236,12.1667,12.1667,0,7.07159,0.0117076
19,618,54,618,0,1309,11.9046,11.9046,0,6.6552,0.00955225
20,624,48,624,0,1380.43,11.9288,11.9288,0,7.18984,0.00769412
21,630,42,630,0,1452,11.6667,12,-0.333333,6.92525,0.00571421
22,636,36,636,0,1522,10.5,11.8333,-1.33333,5.18743,0.00480667
23,642,30,642,0,1585,13.5,10.6667,2.83333,11.1659,0.00272817
24,648,24,648,0,1666,11.3333,11.3333,0,5.98336,0.00153471
25,654,18,654,0,1734,12.6667,12.6667,0,9.46839,0.0007515
26,660,12,660,0,1810,13.3333,13.8333,-0.5,10.5116,0.000332875
27,666,6,666,0,1890,10.7831,10.7831,0,7.80355,8.1541e-05
