k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,336,168,336,0,0,12.4916,,,8.30892,0.554644
1,342,162,342,0,74.9495,9.99326,9.99326,0,5.94994,0.423438
2,348,156,348,0,134.909,11.8485,11.8485,0,8.53057,0.387055
3,354,150,354,0,206,12.5,12.5,0,9.5839,0.346897
4,360,144,360,0,281,12.1667,12.5,-0.333333,7.62921,0.31207
5,366,138,366,0,354,12.3333,12.3333,0,10.0464,0.298454
6,372,132,372,0,428,12.1667,11.3333,0.833333,7.78396,0.268864
7,378,126,378,0,501,13.5,14.3333,-0.833333,8.65735,0.243574
8,384,120,384,0,582,11.5,12.3333,-0.833333,6.96641,0.205314
9,390,114,390,0,651,12.5,12.5,0,8.10373,0.177264
10,396,108,396,0,726,11.8333,11.8333,0,6.01564,0.149582
11,402,102,402,0,797,12.3333,12.3333,0,7.45877,0.132044
12,408,96,408,0,871,12.5,12.5,0,7.26988,0.114198
13,414,90,414,0,946,12,12,0,7.36368,0.0773405
14,420,84,420,0,1018,12.5,12,0.5,8.30052,0.0631623
15,426,78,426,0,1093,12,12,0,7.45634,0.0509394
16,432,72,432,0,1165,11.3333,11.5,-0.166667,8.0251,0.0424723
17,438,66,438,0,1233,10.8333,11.1541,-0.320759,7.33977,0.0360777
18,444,60,444,0,1298,11.8044,11.8044,0,8.41795,0.0268729
19,450,54,450,0,1368.83,9.99326,9.99326,0,4.91452,0.0239184
20,456,48,456,0,1428.79,9.99326,9.99326,0,4.68841,0.0185036
21,462,42,462,0,1488.75,9.99326,9.99326,0,4.58105,0.0152067
22,468,36,468,0,1548.71,9.99326,11.7158,-1.72254,4.60951,0.0152911
23,474,30,474,0,1608.66,11.7225,10.8892,0.833333,7.1451,0.00996608
24,480,24,480,0,1679,10.8333,11,-0.166667,5.44386,0.00490046
25,486,18,486,0,1744,11.3333,12,-0.666667,6.1758,0.00239813
26,492,12,492,0,1812,11.629,11.1667,0.462307,6.85096,0.00111183
27,498,6,498,0,1881.77,12.0434,12.0434,0,8.31539,0.000215791
