k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,72,12,7.40114
1,6,72,138,11,7.5942
2,12,138,208,11.6667,8.08928
3,18,208,280,12,8.58784
4,24,280,351,11.8333,7.41489
5,30,351,421,11.6667,8.74319
6,36,421,493,12,7.82226
7,42,493,563,11.6667,6.64536
8,48,563,633,11.6667,7.33286
9,54,633,703,11.6667,7.46415
10,60,703,778,12.5,7.39242
11,66,778,851,12.1667,7.37052
12,72,851,926,12.5,7.13098
13,78,926,997,11.8333,6.97904
14,84,997,1068,11.8333,7.22481
15,90,1068,1141,12.1667,8.15066
16,96,1141,1208,11.1667,7.73413
17,102,1208,1271,10.5,6.16108
18,108,1271,1338,11.1667,6.95056
19,114,1338,1405,11.1667,6.53856
20,120,1405,1472,11.1667,6.45443
21,126,1472,1539,11.1667,6.36248
22,132,1539,1607,11.3333,6.71452
23,138,1607,1676,11.5,6.64731
24,144,1676,1744,11.3333,6.74857
25,150,1744,1811,11.1667,6.9485
26,156,1811,1882,11.8333,7.03962
27,162,1882,1954,12,8.12497
