k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,74.9495,12.4916,8.30892
1,6,74.9495,134.909,9.99326,5.94994
2,12,134.909,206,11.8485,8.53057
3,18,206,281,12.5,9.5839
4,24,281,354,12.1667,7.62921
5,30,354,428,12.3333,10.0464
6,36,428,501,12.1667,7.78396
7,42,501,582,13.5,8.65735
8,48,582,651,11.5,6.96641
9,54,651,726,12.5,8.10373
10,60,726,797,11.8333,6.01564
11,66,797,871,12.3333,7.45877
12,72,871,946,12.5,7.26988
13,78,946,1018,12,7.36368
14,84,1018,1093,12.5,8.30052
15,90,1093,1165,12,7.45634
16,96,1165,1233,11.3333,8.0251
17,102,1233,1298,10.8333,7.33977
18,108,1298,1368.83,11.8044,8.41795
19,114,1368.83,1428.79,9.99326,4.91452
20,120,1428.79,1488.75,9.99326,4.68841
21,126,1488.75,1548.71,9.99326,4.58105
22,132,1548.71,1608.66,9.99326,4.60951
23,138,1608.66,1679,11.7225,7.1451
24,144,1679,1744,10.8333,5.44386
25,150,1744,1812,11.3333,6.1758
26,156,1812,1881.77,11.629,6.85096
27,162,1881.77,1954.03,12.0434,8.31539
