k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1848,168,1848,0,0,11.6588,,,8.67381,0.526147
1,1854,162,1854,0,69.9528,9.99326,11.0079,-1.0146,5.5654,0.426437
2,1860,156,1860,0,129.912,9.99326,9.99326,0,4.75598,0.39798
3,1866,150,1866,0,189.872,11.8575,10.688,1.16949,9.03203,0.353494
4,1872,144,1872,0,261.017,12.4916,12.4916,0,9.42964,0.352822
5,1878,138,1878,0,335.966,12.4916,12.4916,0,8.64967,0.30444
6,1884,132,1884,0,410.916,12.4916,12.4916,0,8.58281,0.280207
7,1890,126,1890,0,485.865,12.5669,11.7341,0.832772,8.46895,0.246746
8,1896,120,1896,0,561.267,12.4555,12.4555,0,7.6412,0.22471
9,1902,114,1902,0,636,11.6667,11.6667,0,5.97165,0.183723
10,1908,108,1908,0,706,10.8333,10.8333,0,6.0628,0.153527
11,1914,102,1914,0,771,11.5,11.5,0,7.10438,0.14434
12,1920,96,1920,0,840,10.1667,10.1667,0,5.89993,0.121808
13,1926,90,1926,0,901,11.6667,11.6667,0,8.95295,0.108995
14,1932,84,1932,0,971,11.8333,11.8333,0,8.3062,0.0922317
15,1938,78,1938,0,1042,12.1667,12.1667,0,8.32806,0.0826107
16,1944,72,1944,0,1115,11.8333,11.5,0.333333,7.41426,0.0638309
17,1950,66,1950,0,1186,12.3253,12.3253,0,7.10866,0.057564
18,1956,60,1956,0,1259.95,12.4916,10.826,1.66554,8.79094,0.0443848
19,1962,54,1962,0,1334.9,12.3164,12.3164,0,8.51902,0.0363845
20,1968,48,1968,0,1408.8,12.4916,11.6588,0.832772,8.41737,0.0265947
21,1974,42,1974,0,1483.75,9.99326,11.6588,-1.66554,4.53681,0.0149429
22,1980,36,1980,0,1543.71,9.99326,9.99326,0,4.49826,0.0158251
23,1986,30,1986,0,1603.67,10.0553,10.0553,0,4.61355,0.011124
24,1992,24,1992,0,1664,11.6667,11.6667,0,7.1802,0.00449933
25,1998,18,1998,0,1734,12.1667,12.1667,0,7.60169,0.00187817
26,2004,12,2004,0,1807,12.4623,12.4623,0,7.6757,0.000855958
27,2010,6,2010,0,1881.77,12.0434,12.0434,0,8.67609,0.000209542
