k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1848,168,1848,0,0,11,,,7.28468,14.4283
1,1854,162,1854,0,66,11.1667,11,0.166667,7.50319,13.3961
2,1860,156,1860,0,133,11.6667,11.5,0.166667,7.54218,12.4192
3,1866,150,1866,0,203,11.1667,11.6667,-0.5,7.47348,11.4592
4,1872,144,1872,0,270,11.8333,11.5,0.333333,8.1221,10.612
5,1878,138,1878,0,341,12.3333,12.5,-0.166667,8.27353,9.7662
6,1884,132,1884,0,415,11.6667,12.3333,-0.666667,7.10059,8.78876
7,1890,126,1890,0,485,12.5,11.6667,0.833333,8.32276,7.98121
8,1896,120,1896,0,560,12.8333,12.8333,0,8.37736,7.19047
9,1902,114,1902,0,637,11.8333,12.3333,-0.5,7.15265,6.40866
10,1908,108,1908,0,708,11.6667,11.5,0.166667,7.59775,5.70531
11,1914,102,1914,0,778,11.6667,10.8333,0.833333,8.08525,5.06749
12,1920,96,1920,0,848,10.8333,11,-0.166667,7.00963,4.49612
13,1926,90,1926,0,913,12.1667,12,0.166667,8.15514,3.89551
14,1932,84,1932,0,986,11.5,12,-0.5,7.67116,3.36266
15,1938,78,1938,0,1055,12.3333,12,0.333333,8.40109,2.87355
16,1944,72,1944,0,1129,12.1667,12.5,-0.333333,8.05148,2.39947
17,1950,66,1950,0,1202,12,12.1667,-0.166667,6.78372,1.98257
18,1956,60,1956,0,1274,12,11.6667,0.333333,7.9753,1.62274
19,1962,54,1962,0,1346,12.1667,12.3333,-0.166667,8.12008,1.27661
20,1968,48,1968,0,1419,12.3333,11.8333,0.5,8.02607,0.980357
21,1974,42,1974,0,1493,11.6667,11.8333,-0.166667,7.32854,0.716948
22,1980,36,1980,0,1563,11.5,11.6667,-0.166667,6.66921,0.489743
23,1986,30,1986,0,1632,11.6667,11.5,0.166667,7.00825,0.317926
24,1992,24,1992,0,1702,11.8333,12.1667,-0.333333,6.13147,0.176629
25,1998,18,1998,0,1773,9.5,9.5,0,5.01439,0.0751387
26,2004,12,2004,0,1830,10.5,10.5,0,4.58799,0.0183543
27,2010,6,2010,0,1893,10.1667,10.1667,0,5.12021,0.000443959
