k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1680,168,1680,0,0,9.99326,,,5.5184,0.555017
1,1686,162,1686,0,59.9596,11.6588,10.826,0.832772,6.99654,0.416424
2,1692,156,1692,0,129.912,9.99326,9.99326,0,5.22459,0.419005
3,1698,150,1698,0,189.872,11.0213,11.0213,0,6.37191,0.339295
4,1704,144,1704,0,256,10.8333,11,-0.166667,6.39372,0.316386
5,1710,138,1710,0,321,9.98935,9.98935,0,4.8225,0.31981
6,1716,132,1716,0,380.936,11.0107,11.0107,0,6.17907,0.275121
7,1722,126,1722,0,447,12.3333,12.3333,0,6.97826,0.249099
8,1728,120,1728,0,521,13.3333,13.3333,0,8.49351,0.211158
9,1734,114,1734,0,601,12.6667,11.8333,0.833333,8.48611,0.182224
10,1740,108,1740,0,677,12.3333,12.3333,0,8.05881,0.161184
11,1746,102,1746,0,751,12.5,12.5,0,6.89623,0.156004
12,1752,96,1752,0,826,11.6667,12.5,-0.833333,6.42746,0.13598
13,1758,90,1758,0,896,11.6667,11.6667,0,6.81923,0.105314
14,1764,84,1764,0,966,11.8333,12,-0.166667,9.34561,0.105835
15,1770,78,1770,0,1037,12.1667,12.1754,-0.00875863,10.5769,0.0831621
16,1776,72,1776,0,1110,11.6667,11.6667,0,9.76176,0.0620566
17,1782,66,1782,0,1180,11.5,11.6667,-0.166667,7.77828,0.0560328
18,1788,60,1788,0,1249,10,10,0,4.89295,0.0499004
19,1794,54,1794,0,1309,9.97107,9.97107,0,5.08483,0.0398096
20,1800,48,1800,0,1368.83,10.826,12.0289,-1.20289,6.07281,0.0208945
21,1806,42,1806,0,1433.78,12.3696,12.3696,0,7.98469,0.0165168
22,1812,36,1812,0,1508,14.6667,14.6667,0,12.1504,0.0113978
23,1818,30,1818,0,1596,12.2018,12.1667,0.0351709,8.14111,0.0102915
24,1824,24,1824,0,1669.21,12.4916,12.4916,0,8.41597,0.00689546
25,1830,18,1830,0,1744.16,12.3066,12.3066,0,6.23941,0.00347421
26,1836,12,1836,0,1818,10.1667,10.1667,0,5.14283,0.00110904
27,1842,6,1842,0,1879,12.5057,12.5057,0,7.8082,0.000232208
