k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,63,10.5,6.31474
1,6,63,128,10.8333,5.49509
2,12,128,190,10.3333,5.74874
3,18,190,257,11.1667,6.46122
4,24,257,324,11.1667,6.86536
5,30,324,386,10.3333,5.41785
6,36,386,452,11,5.94005
7,42,452,521,11.5,5.60627
8,48,521,588,11.1667,5.98055
9,54,588,657,11.5,6.64919
10,60,657,727,11.6667,6.75151
11,66,727,800,12.1667,6.96385
12,72,800,875,12.5,8.32904
13,78,875,951,12.6667,8.91105
14,84,951,1025,12.3333,10.5586
15,90,1025,1100,12.5,11.3329
16,96,1100,1166,11,8.32609
17,102,1166,1240,12.3333,8.94531
18,108,1240,1310,11.6667,7.79771
19,114,1310,1379,11.5,7.58464
20,120,1379,1446,11.1667,6.52735
21,126,1446,1520,12.3333,7.7593
22,132,1520,1592,12,7.41188
23,138,1592,1665,12.1667,8.0919
24,144,1665,1737,12,7.46908
25,150,1737,1812,12.5,6.46488
26,156,1812,1879,11.1667,6.69948
27,162,1879,1954,12.5,7.78769
