k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,71,11.8333,6.8875
1,6,71,142,11.8333,6.56364
2,12,142,217,12.5,7.24283
3,18,217,288,11.8333,7.09622
4,24,288,361,12.1667,7.42619
5,30,361,433,12,7.15017
6,36,433,507,12.3333,7.59189
7,42,507,580,12.1667,8.4469
8,48,580,651,11.8333,8.58506
9,54,651,723,12,8.42436
10,60,723,793,11.6667,7.35738
11,66,793,863,11.6667,7.75452
12,72,863,935,12,7.13532
13,78,935,1008,12.1667,8.03477
14,84,1008,1078,11.6667,7.52763
15,90,1078,1146,11.3333,7.06911
16,96,1146,1215,11.5,6.89566
17,102,1215,1290,12.5,7.56558
18,108,1290,1356,11,6.91559
19,114,1356,1423,11.1667,7.26199
20,120,1423,1496,12.1667,7.92348
21,126,1496,1566,11.6667,7.0506
22,132,1566,1636,11.6667,6.66274
23,138,1636,1706,11.6667,6.60409
24,144,1706,1772,11,5.58514
25,150,1772,1834,10.3333,3.75479
26,156,1834,1894,10,4.71492
27,162,1894,1954,10,4.44589
