k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1686,280,1686,0,0,10.5,,,5.26736,0.249712
1,1692,274,1692,0,63,12,10.3193,1.6807,6.73134,0.224624
2,1698,268,1698,0,135,9.33333,11.6667,-2.33333,4.4099,0.196825
3,1704,262,1704,0,191,9.5,9.5,0,5.17769,0.193569
4,1710,256,1710,0,248,12.5,12.5,0,6.47984,0.18917
5,1716,250,1716,0,323,11.1667,12.5,-1.33333,7.39062,0.167305
6,1722,244,1722,0,390,10.8333,10.8333,0,7.68956,0.173228
7,1728,238,1728,0,455,11.6667,12,-0.333333,7.11814,0.146674
8,1734,232,1734,0,525,11.8333,12,-0.166667,6.76003,0.142377
9,1740,226,1740,0,596,12.5,12.5,0,7.69514,0.137184
10,1746,220,1746,0,671,12.5,12,0.5,7.89723,0.124193
11,1752,214,1752,0,746,11.8333,11.5,0.333333,6.7692,0.119511
12,1758,208,1758,0,817,11.1081,11.5,-0.39192,6.51668,0.111906
13,1764,202,1764,0,883.648,12.3919,12.3919,0,8.12834,0.113082
14,1770,196,1770,0,958,12.6667,12.1667,0.5,7.67753,0.113736
15,1776,190,1776,0,1034,12.1667,12.1667,0,6.79927,0.0918325
16,1782,184,1782,0,1107,12.6667,12.6667,0,7.81323,0.0845894
17,1788,178,1788,0,1183,12.3333,12.3333,0,7.64634,0.0782697
18,1794,172,1794,0,1257,12.1667,12.1667,0,6.93818,0.0747477
19,1800,166,1800,0,1330,11.5,11.5,0,7.27772,0.0683652
20,1806,160,1806,0,1399,12,12,0,6.74132,0.0617927
21,1812,154,1812,0,1471,11.8333,11.8333,0,6.89223,0.0544063
22,1818,148,1818,0,1542,11.9007,11.9007,0,6.74597,0.0498116
23,1824,142,1824,0,1613.4,11.9326,11.9326,0,6.27744,0.0485774
24,1830,136,1830,0,1685,11.6667,11.6667,0,6.01321,0.0414477
25,1836,130,1836,0,1755,11.8913,11.8913,0,6.49408,0.038516
26,1842,124,1842,0,1826.35,12.442,12.442,0,6.30855,0.0343012
27,1848,118,1848,0,1901,13.8333,13.8333,0,8.79296,0.0308634
28,1854,112,1854,0,1984,12.5,12.8715,-0.371532,8.04472,0.0308668
29,1860,106,1860,0,2059,12.8333,12.8333,0,8.38511,0.024768
30,1866,100,1866,0,2136,13,13,0,9.09549,0.0210233
31,1872,94,1872,0,2214,13.3333,13.3333,0,9.45261,0.0190336
32,1878,88,1878,0,2294,12.5,12.5,0,7.99663,0.0162332
33,1884,82,1884,0,2369,12.5,12.5,0,8.25164,0.0133049
34,1890,76,1890,0,2444,12.3333,12.1667,0.166667,8.88415,0.0123042
35,1896,70,1896,0,2518,12.5,12.5,0,8.78547,0.00936363
36,1902,64,1902,0,2593,12.8333,12.8333,0,8.39373,0.00782783
37,1908,58,1908,0,2670,12.8333,12.5,0.333333,7.5161,0.00599142
38,1914,52,1914,0,2747,13.5,13.5,0,8.00274,0.00493912
39,1920,46,1920,0,2828,13.1667,13.1667,0,8.2368,0.00348125
40,1926,40,1926,0,2907,13,13,0,8.44948,0.00240829
41,1932,34,1932,0,2985,14.1667,14,0.166667,11.2661,0.00151479
42,1938,28,1938,0,3070,11.1667,11,0.166667,6.71748,0.00100296
43,1944,22,1944,0,3137,11.1667,11.1667,0,6.38619,0.000501083
44,1950,16,1950,0,3204,11.8333,12,-0.166667,7.13398,0.000337208
45,1956,10,1956,0,3275,11.8333,11.8333,0,7.48885,9.5208e-05
46,1962,4,1962,0,3346,11.8872,11.8872,0,4.90912,1.6584e-05
