k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,63,10.5,5.26736
1,6,63,135,12,6.73134
2,12,135,191,9.33333,4.4099
3,18,191,248,9.5,5.17769
4,24,248,323,12.5,6.47984
5,30,323,390,11.1667,7.39062
6,36,390,455,10.8333,7.68956
7,42,455,525,11.6667,7.11814
8,48,525,596,11.8333,6.76003
9,54,596,671,12.5,7.69514
10,60,671,746,12.5,7.89723
11,66,746,817,11.8333,6.7692
12,72,817,883.648,11.1081,6.51668
13,78,883.648,958,12.3919,8.12834
14,84,958,1034,12.6667,7.67753
15,90,1034,1107,12.1667,6.79927
16,96,1107,1183,12.6667,7.81323
17,102,1183,1257,12.3333,7.64634
18,108,1257,1330,12.1667,6.93818
19,114,1330,1399,11.5,7.27772
20,120,1399,1471,12,6.74132
21,126,1471,1542,11.8333,6.89223
22,132,1542,1613.4,11.9007,6.74597
23,138,1613.4,1685,11.9326,6.27744
24,144,1685,1755,11.6667,6.01321
25,150,1755,1826.35,11.8913,6.49408
26,156,1826.35,1901,12.442,6.30855
27,162,1901,1984,13.8333,8.79296
28,168,1984,2059,12.5,8.04472
29,174,2059,2136,12.8333,8.38511
30,180,2136,2214,13,9.09549
31,186,2214,2294,13.3333,9.45261
32,192,2294,2369,12.5,7.99663
33,198,2369,2444,12.5,8.25164
34,204,2444,2518,12.3333,8.88415
35,210,2518,2593,12.5,8.78547
36,216,2593,2670,12.8333,8.39373
37,222,2670,2747,12.8333,7.5161
38,228,2747,2828,13.5,8.00274
39,234,2828,2907,13.1667,8.2368
40,240,2907,2985,13,8.44948
41,246,2985,3070,14.1667,11.2661
42,252,3070,3137,11.1667,6.71748
43,258,3137,3204,11.1667,6.38619
44,264,3204,3275,11.8333,7.13398
45,270,3275,3346,11.8333,7.48885
46,276,3346,3393.55,11.8872,4.90912
