k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,74.9495,12.4916,9.35789
1,6,74.9495,149.899,12.4916,7.61394
2,12,149.899,223.59,12.2818,9.96211
3,18,223.59,298,12.4017,9.80019
4,24,298,374,12.6667,8.22264
5,30,374,448,12.3333,8.72701
6,36,448,527,13.1667,9.46839
7,42,527,602,12.5,7.5044
8,48,602,680.74,13.1234,7.60388
9,54,680.74,755.69,12.4916,8.02914
10,60,755.69,830,12.385,7.55967
11,66,830,901,11.8333,7.36035
12,72,901,970,11.5,7.1509
13,78,970,1038,11.3333,7.39161
14,84,1038,1110,12,6.9944
15,90,1110,1182,12,7.39124
16,96,1182,1256,12.3333,7.24323
17,102,1256,1332,12.6667,6.91818
18,108,1332,1414,13.6667,8.72498
19,114,1414,1488,12.3333,7.96927
20,120,1488,1561,12.1667,7.45149
21,126,1561,1634,12.1667,7.70077
22,132,1634,1705,11.8333,6.82514
23,138,1705,1776,11.8333,6.22043
24,144,1776,1851,12.5,7.48885
25,150,1851,1922,11.8333,7.46506
26,156,1922,1990,11.3333,6.58575
27,162,1990,2061,11.8333,6.61249
28,168,2061,2136,12.5,7.36368
29,174,2136,2208,12,7.47186
30,180,2208,2274,11,7.05338
31,186,2274,2344,11.6667,7.9755
32,192,2344,2418,12.3333,9.09549
33,198,2418,2484,11,6.19404
34,204,2484,2555,11.8333,7.00542
35,210,2555,2620,10.8333,5.3356
36,216,2620,2695,12.5,8.28799
37,222,2695,2771,12.6667,8.564
38,228,2771,2843,12,7.99562
39,234,2843,2914,11.8333,8.1303
40,240,2914,2988,12.3333,7.93166
41,246,2988,3060.65,12.1087,7.92307
42,252,3060.65,3133,12.058,7.16823
43,258,3133,3204,11.8333,7.13717
44,264,3204,3274,11.6667,7.26322
45,270,3274,3346,12,7.43455
46,276,3346,3393.55,11.8872,4.81995
