k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,73,12.1667,8.68242
1,6,73,151,13,8.62074
2,12,151,227,12.6667,10.7271
3,18,227,303,12.6667,10.3312
4,24,303,378,12.5,9.75425
5,30,378,456,13,10.076
6,36,456,536,13.3333,10.5351
7,42,536,616,13.3333,8.70033
8,48,616,693,12.8333,7.40212
9,54,693,769,12.6667,8.23787
10,60,769,842,12.1667,7.19223
11,66,842,913,11.8333,7.27119
12,72,913,983,11.6667,7.51062
13,78,983,1051,11.3333,7.12508
14,84,1051,1121,11.6667,6.50831
15,90,1121,1190,11.5,6.52682
16,96,1190,1262,12,6.66358
17,102,1262,1335,12.1667,6.09367
18,108,1335,1407,12,7.001
19,114,1407,1478,11.8333,7.03032
20,120,1478,1549,11.8333,7.37462
21,126,1549,1623,12.3333,8.07854
22,132,1623,1695,12,7.21162
23,138,1695,1769,12.3333,7.12958
24,144,1769,1842,12.1667,7.3974
25,150,1842,1914,12,8.56071
26,156,1914,1985,11.8333,7.65227
27,162,1985,2058,12.1667,7.21224
28,168,2058,2130,12,7.31575
29,174,2130,2198,11.3333,8.41304
30,180,2198,2268,11.6667,8.30992
31,186,2268,2340,12,8.66744
32,192,2340,2411,11.8333,8.00273
33,198,2411,2483,12,7.9709
34,204,2483,2556,12.1667,7.60249
35,210,2556,2629,12.1667,7.53519
36,216,2629,2701,12,7.67027
37,222,2701,2773,12,8.13107
38,228,2773,2845,12,7.99125
39,234,2845,2915,11.6667,7.80408
40,240,2915,2988,12.1667,7.60308
41,246,2988,3059,11.8333,7.40715
42,252,3059,3132,12.1667,7.35757
43,258,3132,3204,12,7.42927
44,264,3204,3275,11.8333,7.26991
45,270,3275,3346,11.8333,7.13398
46,276,3346,3394,12,4.95637
