k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1680,168,1680,0,0,10.6667,,,6.78633,6.89264
1,1686,162,1686,0,64,11,11.1667,-0.166667,5.65633,6.45983
2,1692,156,1692,0,130,10.8333,10.1667,0.666667,6.61435,6.0795
3,1698,150,1698,0,195,11.1667,11.1667,0,6.77111,5.63152
4,1704,144,1704,0,262,10.8333,10.6667,0.166667,6.15461,5.11826
5,1710,138,1710,0,327,10.3333,11.3333,-1,5.70489,4.81006
6,1716,132,1716,0,389,11,10.8333,0.166667,6.22981,4.34855
7,1722,126,1722,0,455,11.5,12,-0.5,5.76576,4.03728
8,1728,120,1728,0,524,11.3333,11.3333,0,6.22069,3.67942
9,1734,114,1734,0,592,11.5,11.6667,-0.166667,6.53167,3.21575
10,1740,108,1740,0,661,11.8333,11.8333,0,7.08277,2.90969
11,1746,102,1746,0,732,12.5,11.8333,0.666667,7.54736,2.66065
12,1752,96,1752,0,807,12.8333,11.8333,1,9.11166,2.33556
13,1758,90,1758,0,884,12.1667,12.3333,-0.166667,7.89461,2.0341
14,1764,84,1764,0,957,12.5,11.5,1,10.9237,1.74474
15,1770,78,1770,0,1032,13,12.1667,0.833333,12.3571,1.53319
16,1776,72,1776,0,1110,12.1667,12,0.166667,10.8358,1.30258
17,1782,66,1782,0,1183,11.5,12.5,-1,6.83821,1.10532
18,1788,60,1788,0,1252,11.8333,10.6667,1.16667,8.01769,0.87369
19,1794,54,1794,0,1323,11.6667,11.6667,0,7.75703,0.702925
20,1800,48,1800,0,1393,11,12.1667,-1.16667,5.92518,0.547026
21,1806,42,1806,0,1459,13.1667,11.3333,1.83333,9.2419,0.414076
22,1812,36,1812,0,1538,12.8333,12.8333,0,9.73301,0.299898
23,1818,30,1818,0,1615,11.5,11.5,0,6.61687,0.199488
24,1824,24,1824,0,1684,11.3333,11.3333,0,6.31575,0.11711
25,1830,18,1830,0,1752,11.6667,11.6667,0,5.51135,0.052638
26,1836,12,1836,0,1822,10.6667,10.6667,0,5.57503,0.0123947
27,1842,6,1842,0,1886,11.5,11.5,0,5.97995,0.000355667
