k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1680,168,1680,0,0,10.6667,,,6.78848,0.143206
1,1686,162,1686,0,64,10.8333,10.6667,0.166667,5.41037,0.121503
2,1692,156,1692,0,129,11.8115,10.1667,1.64478,8.2751,0.10619
3,1698,150,1698,0,199.869,11.8552,12.0219,-0.166667,7.90679,0.102972
4,1704,144,1704,0,271,11.1667,11.1667,0,6.83573,0.0807045
5,1710,138,1710,0,338,11.8333,12.6667,-0.833333,7.27656,0.0730629
6,1716,132,1716,0,409,10.1667,10.1667,0,4.59857,0.0696541
7,1722,126,1722,0,470,12.8333,12.8333,0,7.66371,0.0597508
8,1728,120,1728,0,547,10.6667,10.6667,0,5.35677,0.0545801
9,1734,114,1734,0,611,12,12,0,7.30664,0.0473966
10,1740,108,1740,0,683,11.3333,11.3333,0,6.39298,0.0444483
11,1746,102,1746,0,751,12.8333,12.8333,0,7.69831,0.0396614
12,1752,96,1752,0,828,12.6667,12.6667,0,8.50091,0.036816
13,1758,90,1758,0,904,12.6667,10.8333,1.83333,8.64986,0.0318578
14,1764,84,1764,0,980,11.8333,11.8333,0,9.43012,0.0248595
15,1770,78,1770,0,1051,11.3333,11.3532,-0.0198572,8.86669,0.0233501
16,1776,72,1776,0,1119,10.5,10.5,0,7.09453,0.0194558
17,1782,66,1782,0,1182,11,11,0,5.98175,0.0160737
18,1788,60,1788,0,1248,12.8333,10,2.83333,10.1798,0.013255
19,1794,54,1794,0,1325,12.1667,12.1667,0,8.72447,0.0114945
20,1800,48,1800,0,1398,10.5,12,-1.5,5.10724,0.00806225
21,1806,42,1806,0,1461,12,10.5,1.5,6.96712,0.00615142
22,1812,36,1812,0,1533,11.8333,11.8333,0,7.54038,0.00399621
23,1818,30,1818,0,1604,11.3333,11.1667,0.166667,6.77917,0.00320958
24,1824,24,1824,0,1672,11.3333,11.3333,0,6.28083,0.00162
25,1830,18,1830,0,1740,11.7746,11.7746,0,5.59209,0.000949584
26,1836,12,1836,0,1810.65,10.8921,10.8921,0,5.86342,0.000423791
27,1842,6,1842,0,1876,13.1165,13.1165,0,8.58262,9.5625e-05
