k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,846,280,846,0,0,11.6667,,,6.90859,0.2167
1,852,274,852,0,70,12.6667,12,0.666667,8.85493,0.204233
2,858,268,858,0,146,12,12.9316,-0.931646,6.15878,0.18527
3,864,262,864,0,218,10.6667,10.6667,0,5.69406,0.175503
4,870,256,870,0,282,11,11,0,5.34637,0.191641
5,876,250,876,0,348,13,12.8333,0.166667,8.7024,0.170794
6,882,244,882,0,426,11.6667,12.5,-0.833333,7.57029,0.179094
7,888,238,888,0,496,13.3333,12.1667,1.16667,9.40886,0.157195
8,894,232,894,0,576,12.6667,13.2928,-0.626182,7.24128,0.14943
9,900,226,900,0,652,13.1178,13.1178,0,7.77446,0.138854
10,906,220,906,0,730.707,12.9987,12.9987,0,8.10834,0.128844
11,912,214,912,0,808.699,12.3835,12.3835,0,6.68126,0.119688
12,918,208,918,0,883,13,13,0,7.83074,0.111234
13,924,202,924,0,961,12,12,0,7.13924,0.116813
14,930,196,930,0,1033,12.3333,12.3333,0,7.9081,0.101807
15,936,190,936,0,1107,12.3333,12.1667,0.166667,8.59753,0.0906632
16,942,184,942,0,1181,12.6667,12.6667,0,8.35132,0.0851393
17,948,178,948,0,1257,12.6667,12.6667,0,7.45488,0.0769318
18,954,172,954,0,1333,11.5,11.6667,-0.166667,6.86605,0.0716823
19,960,166,960,0,1402,11.8333,11.8333,0,7.55071,0.0655056
20,966,160,966,0,1473,11.5,11.5,0,7.16689,0.0605835
21,972,154,972,0,1542,11.8333,11.8333,0,6.78233,0.0568219
22,978,148,978,0,1613,11.5,11.5,0,6.36315,0.0519522
23,984,142,984,0,1682,11.5,11.5,0,5.97319,0.0497783
24,990,136,990,0,1751,12.5,12.5,0,7.73996,0.0423553
25,996,130,996,0,1826,12.5,12.5,0,8.28071,0.038919
26,1002,124,1002,0,1901,11.8333,11.6667,0.166667,6.75551,0.0353395
27,1008,118,1008,0,1972,11.6667,11.5,0.166667,7.02561,0.0305448
28,1014,112,1014,0,2042,11.5,11.5,0,6.6558,0.0279441
29,1020,106,1020,0,2111,13.5,13.6667,-0.166667,10.2194,0.0232347
30,1026,100,1026,0,2192,12.5,12.6667,-0.166667,9.38153,0.0210369
31,1032,94,1032,0,2267,12.5,12.6667,-0.166667,8.85544,0.0185462
32,1038,88,1038,0,2342,12.8333,12.8333,0,8.72629,0.015806
33,1044,82,1044,0,2419,12.8333,12.8333,0,8.31714,0.0133347
34,1050,76,1050,0,2496,12.3333,12.3333,0,7.75934,0.0111153
35,1056,70,1056,0,2570,12.5,12.5,0,7.80623,0.009619
36,1062,64,1062,0,2645,11.6667,11.6667,0,7.14387,0.00790975
37,1068,58,1068,0,2715,12.1667,11.8333,0.333333,7.25736,0.00591642
38,1074,52,1074,0,2788,12.1311,12.1311,0,6.89851,0.00448621
39,1080,46,1080,0,2860.79,11.3689,11.5355,-0.166667,6.11973,0.00343588
40,1086,40,1086,0,2929,11.3333,11,0.333333,6.77412,0.00212392
41,1092,34,1092,0,2997,11.6667,11.3333,0.333333,7.48908,0.00158058
42,1098,28,1098,0,3067,11.6667,11.6667,0,6.81512,0.00092825
43,1104,22,1104,0,3137,11.5,12,-0.5,6.56569,0.000509708
44,1110,16,1110,0,3206,11.6667,11.6667,0,6.84356,0.00023825
45,1116,10,1116,0,3276,11.6667,11.6667,0,6.84483,9.4708e-05
46,1122,4,1122,0,3346,11.8872,11.8872,0,4.75379,1.7709e-05
