k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,74,12.3333,8.14217
1,6,74,150,12.6667,8.87986
2,12,150,230,13.3333,8.62016
3,18,230,305,12.5,8.68106
4,24,305,380,12.5,7.87531
5,30,380,451,11.8333,7.64213
6,36,451,526,12.5,8.7257
7,42,526,600,12.3333,7.04137
8,48,600,675,12.5,6.98164
9,54,675,751,12.6667,7.26696
10,60,751,827,12.6667,7.2777
11,66,827,902,12.5,6.70269
12,72,902,974,12,6.99512
13,78,974,1045,11.8333,6.97231
14,84,1045,1115,11.6667,7.34698
15,90,1115,1188,12.1667,8.66338
16,96,1188,1264,12.6667,8.21543
17,102,1264,1337,12.1667,7.28892
18,108,1337,1408,11.8333,7.52497
19,114,1408,1479,11.8333,7.55131
20,120,1479,1550,11.8333,7.69789
21,126,1550,1622,12,7.06472
22,132,1622,1694,12,7.5364
23,138,1694,1767,12.1667,7.01703
24,144,1767,1838,11.8333,6.8886
25,150,1838,1910,12,7.16212
26,156,1910,1981,11.8333,6.96596
27,162,1981,2053,12,7.62799
28,168,2053,2125,12,7.46442
29,174,2125,2194,11.5,8.18996
30,180,2194,2264,11.6667,7.6937
31,186,2264,2335,11.8333,7.54761
32,192,2335,2407,12,7.23521
33,198,2407,2479,12,7.36941
34,204,2479,2551,12,7.17267
35,210,2551,2623,12,7.49784
36,216,2623,2696,12.1667,8.09643
37,222,2696,2769,12.1667,7.58687
38,228,2769,2843,12.3333,7.36753
39,234,2843,2916,12.1667,7.34809
40,240,2916,2987,11.8333,7.62104
41,246,2987,3058,11.8333,7.80229
42,252,3058,3130,12,7.46404
43,258,3130,3202,12,7.41836
44,264,3202,3274,12,7.43886
45,270,3274,3346,12,7.44471
46,276,3346,3394,12,4.8912
