k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,70,11.6667,6.90859
1,6,70,146,12.6667,8.85493
2,12,146,218,12,6.15878
3,18,218,282,10.6667,5.69406
4,24,282,348,11,5.34637
5,30,348,426,13,8.7024
6,36,426,496,11.6667,7.57029
7,42,496,576,13.3333,9.40886
8,48,576,652,12.6667,7.24128
9,54,652,730.707,13.1178,7.77446
10,60,730.707,808.699,12.9987,8.10834
11,66,808.699,883,12.3835,6.68126
12,72,883,961,13,7.83074
13,78,961,1033,12,7.13924
14,84,1033,1107,12.3333,7.9081
15,90,1107,1181,12.3333,8.59753
16,96,1181,1257,12.6667,8.35132
17,102,1257,1333,12.6667,7.45488
18,108,1333,1402,11.5,6.86605
19,114,1402,1473,11.8333,7.55071
20,120,1473,1542,11.5,7.16689
21,126,1542,1613,11.8333,6.78233
22,132,1613,1682,11.5,6.36315
23,138,1682,1751,11.5,5.97319
24,144,1751,1826,12.5,7.73996
25,150,1826,1901,12.5,8.28071
26,156,1901,1972,11.8333,6.75551
27,162,1972,2042,11.6667,7.02561
28,168,2042,2111,11.5,6.6558
29,174,2111,2192,13.5,10.2194
30,180,2192,2267,12.5,9.38153
31,186,2267,2342,12.5,8.85544
32,192,2342,2419,12.8333,8.72629
33,198,2419,2496,12.8333,8.31714
34,204,2496,2570,12.3333,7.75934
35,210,2570,2645,12.5,7.80623
36,216,2645,2715,11.6667,7.14387
37,222,2715,2788,12.1667,7.25736
38,228,2788,2860.79,12.1311,6.89851
39,234,2860.79,2929,11.3689,6.11973
40,240,2929,2997,11.3333,6.77412
41,246,2997,3067,11.6667,7.48908
42,252,3067,3137,11.6667,6.81512
43,258,3137,3206,11.5,6.56569
44,264,3206,3276,11.6667,6.84356
45,270,3276,3346,11.6667,6.84483
46,276,3346,3393.55,11.8872,4.75379
