k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1406,280,1404,2,0,12.3333,,,6.96411,13.146
1,1412,274,1410,2,74,11.6667,11.5,0.166667,6.88148,12.7352
2,1418,268,1416,2,144,10.8333,11,-0.166667,6.57811,12.1572
3,1424,262,1422,2,209,12.1667,12.1667,0,7.68918,11.6197
4,1430,256,1428,2,282,11.8333,11.5,0.333333,7.5558,11.1885
5,1436,250,1434,2,353,11.8333,12,-0.166667,8.21647,10.5143
6,1442,244,1440,2,424,12.3333,12.1667,0.166667,8.90237,10.046
7,1448,238,1446,2,498,12.6667,12.6667,0,7.98351,9.55768
8,1454,232,1452,2,574,12.3333,12.5,-0.166667,7.82862,9.11186
9,1460,226,1458,2,648,12,12.1667,-0.166667,8.1495,8.64027
10,1466,220,1464,2,720,12.5,12.5,0,7.80058,8.11742
11,1472,214,1470,2,795,13,12.5,0.5,7.31688,47.9277
12,1478,208,1476,2,873,12,12.3333,-0.333333,7.01139,6.90256
13,1484,202,1482,2,945,12,11.8333,0.166667,7.14911,6.32318
14,1490,196,1488,2,1017,11.6667,11.8333,-0.166667,6.73566,5.98034
15,1496,190,1494,2,1087,12.3333,11.8333,0.5,7.42332,5.63758
16,1502,184,1500,2,1161,12.1667,12.3333,-0.166667,7.13948,5.29953
17,1508,178,1506,2,1234,12.3333,12.3333,0,7.19275,4.9298
18,1514,172,1512,2,1308,11.5,12.1667,-0.666667,6.29558,4.55506
19,1520,166,1518,2,1377,11.8333,11.5,0.333333,6.41873,4.44701
20,1526,160,1524,2,1448,11.1667,11.6667,-0.5,5.57761,3.99904
21,1532,154,1530,2,1515,11.6667,11.3333,0.333333,6.38906,3.60081
22,1538,148,1536,2,1585,12,11.6667,0.333333,7.16641,3.35448
23,1544,142,1542,2,1657,11.5,12.1667,-0.666667,6.26524,3.08319
24,1550,136,1548,2,1726,11.6667,11.6667,0,6.3877,2.80773
25,1556,130,1554,2,1796,11.6667,11.6667,0,6.77005,2.5527
26,1562,124,1560,2,1866,12.3333,11.5,0.833333,7.90192,2.30971
27,1568,118,1566,2,1940,11.6667,12.5,-0.833333,6.9765,2.05655
28,1574,112,1572,2,2010,11.8333,12,-0.166667,6.91299,1.8653
29,1580,106,1578,2,2081,12.3333,12,0.333333,7.77928,1.65297
30,1586,100,1584,2,2155,11.6667,11.8333,-0.166667,7.64833,1.4646
31,1592,94,1590,2,2225,11.8333,12.1667,-0.333333,7.5001,1.27243
32,1598,88,1596,2,2296,11.6667,12.1667,-0.5,6.92619,1.10928
33,1604,82,1602,2,2366,12.6667,11.8333,0.833333,8.43549,0.950345
34,1610,76,1608,2,2442,11.8333,12.5,-0.666667,7.111,0.794814
35,1616,70,1614,2,2513,12.5,12.5,0,6.77405,0.668445
36,1622,64,1620,2,2588,12.3333,12.8333,-0.5,6.7171,0.543922
37,1628,58,1626,2,2662,13,13,0,8.24381,0.43116
38,1634,52,1632,2,2740,13,12.8333,0.166667,7.6686,0.330046
39,1640,46,1638,2,2818,12.8333,13.3333,-0.5,7.09801,0.242243
40,1646,40,1644,2,2895,12.6667,13,-0.333333,7.4683,0.169155
41,1652,34,1650,2,2971,12.5,12.5,0,8.63758,0.110579
42,1658,28,1656,2,3046,12.3333,12.3333,0,9.39402,0.0637968
43,1664,22,1662,2,3120,12.5,12.6667,-0.166667,8.77429,0.029586
44,1670,16,1668,2,3195,12.3333,12.3333,0,8.06056,0.00812246
45,1676,10,1674,2,3269,12.5,12.5,0,8.39767,0.00125742
46,1682,4,1680,2,3344,12.5,12.5,0,5.59355,3.775e-05
