k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,566,280,564,2,0,12.6667,,,8.29249,0.266625
1,572,274,570,2,76,12,12,0,7.24098,0.258735
2,578,268,576,2,148,11.5,11.5,0,7.10377,0.242654
3,584,262,582,2,217,14,11.5,2.5,11.1149,0.23543
4,590,256,588,2,301,14.1667,14.1667,0,11.8934,0.246275
5,596,250,594,2,386,11.8333,13.1667,-1.33333,7.05196,0.214868
6,602,244,600,2,457,11,11.3333,-0.333333,6.51825,0.20112
7,608,238,606,2,523,11.8333,12.1667,-0.333333,6.23255,0.202656
8,614,232,612,2,594,12.5,12.5,0,6.72666,0.190162
9,620,226,618,2,669,12.1667,12.6667,-0.5,5.82945,0.178763
10,626,220,624,2,742,11.5,11.122,0.377965,6.42198,0.161711
11,632,214,630,2,811,10.6667,11.6667,-1,5.34807,0.159353
12,638,208,636,2,875,12,12.5,-0.5,7.27656,0.157999
13,644,202,642,2,947,12.3333,12.1667,0.166667,7.28509,0.131852
14,650,196,648,2,1021,13.8333,11.6667,2.16667,10.8109,0.123923
15,656,190,654,2,1104,12.6667,12.6667,0,8.90704,0.110597
16,662,184,660,2,1180,12.5,12.5,0,8.16152,0.106577
17,668,178,666,2,1255,12.1667,12.1667,0,6.45111,0.0982426
18,674,172,672,2,1328,12.3333,12.3333,0,6.99004,0.0799977
19,680,166,678,2,1402,11.8333,11.8333,0,6.92202,0.0733258
20,686,160,684,2,1473,11.6667,11.6667,0,7.20428,0.0690649
21,692,154,690,2,1543,11.9998,11.9998,0,6.85205,0.0658546
22,698,148,696,2,1615,12.0002,12.0002,0,6.68162,0.061539
23,704,142,702,2,1687,12,12,0,6.38856,0.0521151
24,710,136,708,2,1759,11.6667,12.1667,-0.5,6.03725,0.0480463
25,716,130,714,2,1829,12.3333,12.3333,0,6.59003,0.0439024
26,722,124,720,2,1903,12.1667,11.8333,0.333333,6.48835,0.0419235
27,728,118,726,2,1976,11.8333,11.8333,0,5.96142,0.0357891
28,734,112,726,8,2047,12.5,12.5,0,6.98354,0.0334755
29,740,106,726,14,2122,12,12,0,6.89561,0.0319027
30,746,100,726,20,2194,12.1667,12.6667,-0.5,7.86584,0.0305742
31,752,94,726,26,2267,12.1881,12.1881,0,7.80479,0.0253397
32,758,88,726,32,2340.13,12.4786,12.8119,-0.333333,8.52164,0.0238592
33,764,82,762,2,2415,11.5,13,-1.5,5.91499,0.0217008
34,770,76,768,2,2484,11.5,11.5,0,5.86009,0.0195356
35,776,70,774,2,2553,12.6667,12.6667,0,8.18648,0.0130087
36,782,64,780,2,2629,12.5,12.5,0,8.82213,0.0116591
37,788,58,786,2,2704,11.5,11.6667,-0.166667,7.89047,0.00907954
38,794,52,792,2,2773,11.8333,11.8333,0,8.44295,0.00735738
39,800,46,798,2,2844,12,12,0,8.25266,0.00606375
40,806,40,804,2,2916,11.5,11.6667,-0.166667,6.59065,0.00433862
41,812,34,810,2,2985,11.8333,11.8333,0,6.6704,0.00336025
42,818,28,816,2,3056,12,12,0,6.72181,0.00203983
43,824,22,822,2,3128,11.8333,12,-0.166667,6.89306,0.00120692
44,830,16,828,2,3199,12.1667,12.1667,0,7.51638,0.000649791
45,836,10,834,2,3272,12.1667,12.1667,0,7.40086,0.000251917
46,842,4,840,2,3345,12.06,12.06,0,4.8029,4.075e-05
