k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1176,168,1176,0,0,12,,,8.34311,13.8908
1,1182,162,1182,0,72,12.1667,12.3333,-0.166667,8.57183,12.9236
2,1188,156,1188,0,145,12.8333,12.5,0.333333,8.68369,11.8429
3,1194,150,1194,0,222,12.5,12.8333,-0.333333,8.56455,10.9128
4,1200,144,1200,0,297,12.6667,12.5,0.166667,8.09458,9.95319
5,1206,138,1206,0,373,12.6667,12.5,0.166667,8.73268,9.09129
6,1212,132,1212,0,449,13,12.6667,0.333333,8.97645,8.25621
7,1218,126,1218,0,527,12.3333,13,-0.666667,7.41982,7.44423
8,1224,120,1224,0,601,12.5,12,0.5,8.50715,6.69712
9,1230,114,1230,0,676,12.1667,12,0.166667,8.04107,6.08968
10,1236,108,1236,0,749,12,11.5,0.5,8.26649,5.28522
11,1242,102,1242,0,821,11.6667,11.1667,0.5,8.43565,4.68996
12,1248,96,1248,0,891,12.1667,11.6667,0.5,9.00842,4.07732
13,1254,90,1254,0,964,11.5,11.5,0,6.20932,3.53497
14,1260,84,1260,0,1033,11.5,11.5,0,6.21878,3.04636
15,1266,78,1266,0,1102,11.5,11.8333,-0.333333,7.21966,2.59099
16,1272,72,1272,0,1171,11.8333,11.6667,0.166667,7.07239,2.19396
17,1278,66,1278,0,1242,12,11.6667,0.333333,7.37571,1.81268
18,1284,60,1284,0,1314,11.3333,12,-0.666667,6.4882,1.43643
19,1290,54,1290,0,1382,11.1667,11.1667,0,6.99971,1.14456
20,1296,48,1296,0,1449,11.3333,10.5,0.833333,7.39181,0.888317
21,1302,42,1302,0,1517,11,11,0,6.59355,0.652079
22,1308,36,1308,0,1583,11.3333,11.5,-0.166667,6.61926,0.449665
23,1314,30,1314,0,1651,11.1667,11.5,-0.333333,5.82463,0.288196
24,1320,24,1320,0,1718,11,11.6667,-0.666667,5.06547,0.158625
25,1326,18,1326,0,1784,9.33333,9.16667,0.166667,4.01778,0.0686048
26,1332,12,1332,0,1840,9.66667,10,-0.333333,3.78762,0.0163479
27,1338,6,1338,0,1898,9.33333,9.33333,0,3.85978,0.000441208
