k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1176,168,1176,0,0,12.4916,,,9.34746,0.519547
1,1182,162,1182,0,74.9495,12.4916,12.4916,0,9.2235,0.449235
2,1188,156,1188,0,149.899,12.6835,12.6835,0,8.48491,0.358404
3,1194,150,1194,0,226,12.5,12.5,0,8.26617,0.341846
4,1200,144,1200,0,301,12.4899,12.4899,0,7.76426,0.291902
5,1206,138,1206,0,375.939,12.4916,12.4916,0,8.36567,0.282881
6,1212,132,1212,0,450.889,12.5185,12.5185,0,8.02647,0.238122
7,1218,126,1218,0,526,12.5,12.5,0,7.06177,0.23663
8,1224,120,1224,0,601,12.3333,12.5,-0.166667,7.10438,0.196449
9,1230,114,1230,0,675,11.8333,11,0.833333,7.57841,0.134335
10,1236,108,1236,0,746,10.8333,10.8333,0,6.12805,0.112743
11,1242,102,1242,0,811,10.8333,10.8333,0,6.92848,0.0943797
12,1248,96,1248,0,876,11.3333,11.3333,0,6.71114,0.0901953
13,1254,90,1254,0,944,11.1917,10,1.19165,6.04033,0.0701115
14,1260,84,1260,0,1011.15,9.80835,10.6417,-0.833333,3.94811,0.0592481
15,1266,78,1266,0,1070,12.5,11.6667,0.833333,7.11753,0.0684748
16,1272,72,1272,0,1145,11.6667,11.6667,0,6.50458,0.0424995
17,1278,66,1278,0,1215,12.4885,12.4885,0,8.18124,0.0345586
18,1284,60,1284,0,1289.93,12.3164,11.4836,0.832772,8.26098,0.0301261
19,1290,54,1290,0,1363.83,9.99326,9.99326,0,5.06171,0.0213915
20,1296,48,1296,0,1423.79,9.99326,9.99326,0,5.53861,0.0179119
21,1302,42,1302,0,1483.75,9.99326,9.99326,0,5.51045,0.0138837
22,1308,36,1308,0,1543.71,9.99326,9.99326,0,4.73443,0.0141048
23,1314,30,1314,0,1603.67,10.0553,10.0553,0,4.80116,0.010589
24,1320,24,1320,0,1664,10.8333,10.8333,0,5.14158,0.00407617
25,1326,18,1326,0,1729,12.8333,12.8333,0,8.74005,0.00197713
26,1332,12,1332,0,1806,12.5,12.629,-0.128974,8.44254,0.000833375
27,1338,6,1338,0,1881,12.1724,12.1724,0,8.49682,0.000230625
