k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,286,280,282,4,0,12,,,8.28535,18.8089
1,292,274,288,4,72,13.3333,11.8333,1.5,9.3499,18.1137
2,298,268,294,4,152,13.1667,13,0.166667,11.9232,17.1878
3,304,262,300,4,231,12.1667,13.6667,-1.5,9.12153,16.5709
4,310,256,306,4,304,12,12,0,8.7855,15.9313
5,316,250,312,4,376,13.6667,12.8333,0.833333,11.4522,15.2393
6,322,244,318,4,458,14,13.8333,0.166667,11.9522,14.1262
7,328,238,324,4,542,14,14,0,9.61751,13.7123
8,334,232,330,4,626,13.3333,13.3333,0,8.94894,13.1795
9,340,226,336,4,706,13.1667,13,0.166667,8.79342,12.4034
10,346,220,342,4,785,12.5,12.3333,0.166667,7.94064,11.5678
11,352,214,348,4,860,12.1667,12,0.166667,7.81574,11.0735
12,358,208,354,4,933,11.5,11.5,0,7.30795,10.3287
13,364,202,360,4,1002,12,12,0,7.61421,9.72171
14,370,196,366,4,1074,11.6667,12.1667,-0.5,6.70098,9.3279
15,376,190,372,4,1144,11,12.1667,-1.16667,5.65434,8.74109
16,382,184,378,4,1210,12,11.6667,0.333333,6.34037,7.93432
17,388,178,384,4,1282,12.1667,12.1667,0,6.46962,7.35209
18,394,172,390,4,1355,12,11.8333,0.166667,7.19366,6.90877
19,400,166,396,4,1427,11.8333,12,-0.166667,7.22684,886.398
20,406,160,402,4,1498,12,11.6667,0.333333,7.89568,5.60357
21,412,154,408,4,1570,12,12,0,7.45295,5.40214
22,418,148,414,4,1642,11.8333,12,-0.166667,6.80146,5.17447
23,424,142,420,4,1713,12.3333,12,0.333333,6.91068,4.77583
24,430,136,426,4,1787,11.5,11.6667,-0.166667,6.95558,4.13076
25,436,130,432,4,1856,11.6667,11.5,0.166667,7.9398,4.04851
26,442,124,438,4,1926,12,12,0,7.59039,3.70158
27,448,118,444,4,1998,12,12,0,6.88881,3.2326
28,454,112,450,4,2070,11.3333,11.6667,-0.333333,6.86174,2.9365
29,460,106,456,4,2138,11.8333,11.8333,0,9.45335,2.76162
30,466,100,462,4,2209,12,12,0,8.84824,2.46581
31,472,94,468,4,2281,11.8333,11.6667,0.166667,8.16964,2.1092
32,478,88,474,4,2352,11.6667,11.8333,-0.166667,7.53556,1.95466
33,484,82,480,4,2422,11.8333,12.1667,-0.333333,7.60227,1.7377
34,490,76,486,4,2493,12.3333,12.1667,0.166667,7.58978,1.32628
35,496,70,492,4,2567,12,12,0,7.23326,1.15387
36,502,64,498,4,2639,12,12,0,7.63207,0.966869
37,508,58,504,4,2711,11.8333,11.8333,0,7.86798,0.790502
38,514,52,510,4,2782,11.8333,11.8333,0,7.65715,0.692896
39,520,46,516,4,2853,11.6667,11.6667,0,7.6243,0.551879
40,526,40,522,4,2923,12,11.8333,0.166667,7.19345,0.415114
41,532,34,528,4,2995,11.6667,11.8333,-0.166667,6.96799,0.289038
42,538,28,534,4,3065,12,11.6667,0.333333,6.96759,0.195533
43,544,22,534,10,3137,11.6667,11.6667,0,6.88834,0.10653
44,550,16,546,4,3207,11.6667,11.6667,0,7.07814,0.0487319
45,556,10,552,4,3277,11.6667,11.6667,0,6.9738,0.00834038
46,562,4,558,4,3347,11.5,11.5,0,4.64488,0.000265083
