k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,286,280,282,4,0,12,,,8.25179,0.283203
1,292,274,288,4,72,12.8333,12.3333,0.5,8.7627,0.255375
2,298,268,294,4,149,12.3333,12.3333,0,10.1872,0.248577
3,304,262,300,4,223,12.6667,13.3333,-0.666667,9.21217,0.235622
4,310,256,306,4,299,12.3333,12.3333,0,9.45275,0.224089
5,316,250,312,4,373,13,13,0,10.0017,0.21376
6,322,244,318,4,451,13.1667,12.8333,0.333333,10.0852,0.202403
7,328,238,324,4,530,12.8333,12.8333,0,7.72581,0.195684
8,334,232,330,4,607,13.1667,13,0.166667,7.04869,0.189874
9,340,226,336,4,686,12.858,11.8333,1.02465,8.71105,0.170385
10,346,220,342,4,763.148,12.3087,12.142,0.166667,7.43347,0.164749
11,352,214,348,4,837,11.6667,11.6667,0,6.84099,0.161147
12,358,208,354,4,907,11,10.6667,0.333333,6.1221,0.14081
13,364,202,360,4,973,11,10.8333,0.166667,6.77718,0.131789
14,370,196,366,4,1039,11.3333,11.3333,0,5.90075,0.121625
15,376,190,372,4,1107,11.6667,11.6667,0,6.98679,0.1109
16,382,184,378,4,1177,12.1667,12.1667,0,7.06422,0.112126
17,388,178,384,4,1250,13,13,0,7.44783,0.101415
18,394,172,390,4,1328,12.6667,12.6667,0,6.83203,0.0843383
19,400,166,396,4,1404,11.8333,11.8333,0,7.00176,0.0806476
20,406,160,402,4,1475,12,11.8333,0.166667,7.15047,0.0740608
21,412,154,408,4,1547,11.5,11.5,0,6.67704,0.0718609
22,418,148,414,4,1616,11.5,11.5,0,6.47643,0.0629124
23,424,142,420,4,1685,11.6667,11.6667,0,5.93609,0.0876989
24,430,136,426,4,1755,13.3333,13.3333,0,9.14204,0.0503173
25,436,130,432,4,1835,12.1667,12,0.166667,7.95405,0.0463833
26,442,124,438,4,1908,11.5,11.5,0,7.18265,0.0425478
27,448,118,444,4,1977,11.6667,11.6667,0,6.30779,0.0503871
28,454,112,450,4,2047,12.6667,12.6667,0,7.67408,0.0363344
29,460,106,456,4,2123,12.1667,12.3333,-0.166667,8.02866,0.0302269
30,466,100,462,4,2196,11.6667,11.6667,0,8.34877,0.0270061
31,472,94,468,4,2266,11.8333,11.5,0.333333,8.57228,0.0238158
32,478,88,474,4,2337,11.6667,11.6667,0,7.62575,0.020743
33,484,82,480,4,2407,12.1667,12.1667,0,8.21194,0.0186682
34,490,76,486,4,2480,12.1667,12.1667,0,7.39542,0.0155047
35,496,70,492,4,2553,12.6667,12.6667,0,8.47133,0.013286
36,502,64,498,4,2629,12.5,12.5,0,8.51076,0.0114506
37,508,58,504,4,2704,12,12.3333,-0.333333,7.79574,0.00888887
38,514,52,510,4,2776,11.6667,11.6667,0,7.36913,0.00756079
39,520,46,516,4,2846,12,12,0,8.18073,0.00595583
40,526,40,522,4,2918,12.1667,12,0.166667,7.51261,0.00422542
41,532,34,528,4,2991,12.1667,12.1667,0,7.91938,0.00300875
42,538,28,534,4,3064,12.1667,12.1667,0,7.10767,0.00170554
43,544,22,534,10,3137,12.5,12.3333,0.166667,7.96823,0.00117821
44,550,16,546,4,3212,11.5,11.3333,0.166667,6.79025,0.000648
45,556,10,552,4,3281,11.3333,11.1667,0.166667,6.41384,0.000257042
46,562,4,558,4,3349,11.06,11.06,0,4.15647,4.5334e-05
