k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,74.9495,12.4916,7.1755
1,6,74.9495,147,12.0084,8.68857
2,12,147,223,12.6667,9.76629
3,18,223,298,12.5,6.37172
4,24,298,373,12.5,9.73337
5,30,373,452,13.1667,9.56018
6,36,452,530.841,13.1402,10.4634
7,42,530.841,605.791,12.4916,8.19888
8,48,605.791,686,13.3682,9.23718
9,54,686,765,13.1667,8.59984
10,60,765,837,12,7.83099
11,66,837,908,11.8333,8.30734
12,72,908,981,12.1667,8.85258
13,78,981,1058.53,12.9218,9.27771
14,84,1058.53,1132,12.2449,8.17087
15,90,1132,1207,12.5,8.92232
16,96,1207,1278,11.8333,7.69138
17,102,1278,1347,11.5,7.06191
18,108,1347,1413,11,6.08854
19,114,1413,1488.49,12.5814,8.34015
20,120,1488.49,1563,12.4186,7.59575
21,126,1563,1631,11.3333,6.44284
22,132,1631,1704,12.1667,6.65613
23,138,1704,1776,12,5.52003
24,144,1776,1851,12.5,6.38148
25,150,1851,1923,12,5.92788
26,156,1923,1992,11.5,5.76034
27,162,1992,2061,11.5,5.46558
28,168,2061,2141,13.3333,8.14324
29,174,2141,2217,12.6667,9.09941
30,180,2217,2294,12.8333,6.67544
31,186,2294,2369,12.5,6.26599
32,192,2369,2444,12.5,7.7504
33,198,2444,2514,11.6667,7.22329
34,204,2514,2582,11.3333,7.56598
35,210,2582,2650,11.3333,7.20238
36,216,2650,2720,11.6667,6.71673
37,222,2720,2790,11.6667,6.50149
38,228,2790,2860.79,11.7978,6.93586
39,234,2860.79,2932,11.8689,6.22645
40,240,2932,3002,11.6667,6.55175
41,246,3002,3070,11.3333,6.4034
42,252,3070,3141,11.8333,7.07576
43,258,3141,3211,11.6667,6.69819
44,264,3211,3279,11.3333,6.36007
45,270,3279,3348,11.5,6.65438
46,276,3348,3393.55,11.3872,4.17531
