k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,73,12.1667,6.59967
1,6,73,141,11.3333,7.43923
2,12,141,209,11.3333,7.001
3,18,209,289,13.3333,7.95247
4,24,289,358,11.5,8.52538
5,30,358,437,13.1667,10.0115
6,36,437,510,12.1667,8.49917
7,42,510,586,12.6667,9.05642
8,48,586,664,13,8.47929
9,54,664,741,12.8333,8.02834
10,60,741,811,11.6667,7.21507
11,66,811,882,11.8333,8.13331
12,72,882,953,11.8333,8.23648
13,78,953,1024,11.8333,7.37656
14,84,1024,1095,11.8333,7.4136
15,90,1095,1167,12,8.04191
16,96,1167,1236,11.5,7.09879
17,102,1236,1306,11.6667,7.35928
18,108,1306,1374,11.3333,6.75905
19,114,1374,1445,11.8333,7.1927
20,120,1445,1515,11.6667,6.80929
21,126,1515,1587,12,7.22459
22,132,1587,1663,12.6667,7.81081
23,138,1663,1737,12.3333,6.4607
24,144,1737,1813,12.6667,6.95788
25,150,1813,1889,12.6667,7.41222
26,156,1889,1965,12.6667,7.96106
27,162,1965,2039,12.3333,7.078
28,168,2039,2113,12.3333,6.78416
29,174,2113,2182,11.5,7.40541
30,180,2182,2255,12.1667,6.36306
31,186,2255,2329,12.3333,6.47362
32,192,2329,2402,12.1667,7.2144
33,198,2402,2473,11.8333,7.56426
34,204,2473,2542,11.5,7.83631
35,210,2542,2612,11.6667,8.1849
36,216,2612,2684,12,7.75104
37,222,2684,2757,12.1667,7.60653
38,228,2757,2830,12.1667,7.67792
39,234,2830,2905,12.5,7.56907
40,240,2905,2980,12.5,7.66699
41,246,2980,3053,12.1667,7.73798
42,252,3053,3127,12.3333,7.9824
43,258,3127,3200,12.1667,7.59482
44,264,3200,3272,12,7.52144
45,270,3272,3345,12.1667,7.8553
46,276,3345,3394,12.25,5.19716
