k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,672,168,672,0,0,10.3333,,,7.55264,13.6465
1,678,162,678,0,62,9.83333,10.6667,-0.833333,6.94019,13.2607
2,684,156,684,0,121,10.5,10.8333,-0.333333,6.21569,12.2664
3,690,150,690,0,184,10.1667,10.5,-0.333333,6.55388,11.4752
4,696,144,696,0,245,10,10.6667,-0.666667,5.95879,10.5812
5,702,138,702,0,305,10.5,10.5,0,6.9628,9.89423
6,708,132,708,0,368,11.5,11,0.5,8.37445,9.09453
7,714,126,714,0,437,11.3333,12.1667,-0.833333,5.86994,8.14439
8,720,120,720,0,505,10.8333,11.1667,-0.333333,6.17559,7.46254
9,726,114,726,0,570,12,10.8333,1.16667,8.51191,6.72472
10,732,108,726,6,642,12.8333,12.5,0.333333,8.83917,6
11,738,102,726,12,719,12.5,12.6667,-0.166667,8.04709,5.25311
12,744,96,726,18,794,12.3333,12.6667,-0.333333,8.10383,4.65559
13,750,90,726,24,868,12.3333,12.5,-0.166667,7.86187,4.06096
14,756,84,726,30,942,12.3333,12.6667,-0.333333,8.54132,3.55074
15,762,78,762,0,1016,11.8333,12.8333,-1,7.26592,2.89835
16,768,72,768,0,1087,11.8333,11.6667,0.166667,7.9457,2.52492
17,774,66,774,0,1158,11.3333,11.6667,-0.333333,7.27095,2.10846
18,780,60,780,0,1226,12.3333,11.3333,1,9.24698,1.71641
19,786,54,786,0,1300,11.5,12,-0.5,7.50539,1.37709
20,792,48,792,0,1369,11.8333,11.8333,0,7.81359,1.04131
21,798,42,798,0,1440,12.3333,12.5,-0.166667,7.15297,0.771647
22,804,36,804,0,1514,11.6667,11.8333,-0.166667,7.87068,0.570419
23,810,30,810,0,1584,13,12.8333,0.166667,12.2656,0.358152
24,816,24,816,0,1662,13.3333,12,1.33333,14.1272,0.195623
25,822,18,822,0,1742,11.3333,12.3333,-1,8.33188,0.0862802
26,828,12,828,0,1810,12,11.3333,0.666667,8.80656,0.0208791
27,834,6,834,0,1882,12,12,0,9.81919,0.000508417
