k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,672,168,672,0,0,8.32772,,,4.54228,0.546662
1,678,162,678,0,49.9663,8.50561,8.67228,-0.166667,4.86309,0.436927
2,684,156,684,0,101,10,10,0,5.73,0.396154
3,690,150,690,0,161,10,10,0,6.01127,0.361546
4,696,144,696,0,221,10.8333,10.8333,0,6.51078,0.339042
5,702,138,702,0,286,11.6667,11.6667,0,8.1109,0.266509
6,708,132,708,0,356,12.4837,11,1.48373,10.4168,0.227288
7,714,126,714,0,430.902,12.5163,12.5163,0,8.11497,0.19219
8,720,120,720,0,506,10.8333,11.6667,-0.833333,5.69802,0.234555
9,726,114,726,0,571,10,10,0,5.54348,0.15038
10,732,108,726,6,631,11,11.6667,-0.666667,6.39985,0.124789
11,738,102,726,12,697,12.3333,12.3333,0,7.38988,0.110204
12,744,96,726,18,771,11.6667,11.6667,0,7.03563,0.0984221
13,750,90,726,24,841,10.8333,10.8333,0,5.38358,0.0843656
14,756,84,726,30,906,12.5,12.5,0,8.4234,0.0701395
15,762,78,762,0,981,11.5,12.3333,-0.833333,6.83523,0.0593829
16,768,72,768,0,1050,12.5,12.5,0,9.12706,0.0526867
17,774,66,774,0,1125,12.5,12.5,0,9.17317,0.0451237
18,780,60,780,0,1200,12,12.4902,-0.490233,8.53544,0.0344581
19,786,54,786,0,1272,12.6667,11.9739,0.692786,9.71048,0.0283435
20,792,48,792,0,1348,12.3333,12.5,-0.166667,8.91397,0.0223913
21,798,42,798,0,1422,12.3333,12.3333,0,7.15424,0.0179809
22,804,36,804,0,1496,12,11.1667,0.833333,8.18204,0.0121951
23,810,30,810,0,1568,12.5,15.1667,-2.66667,11.7778,0.00822171
24,816,24,816,0,1643,11.8333,12.6667,-0.833333,10.885,0.00505038
25,822,18,822,0,1714,13.6667,13.8333,-0.166667,10.9519,0.00222983
26,828,12,828,0,1796,11.6667,11.6667,0,8.26888,0.000963959
27,834,6,834,0,1866,14.6724,14.6724,0,15.8785,0.000160542
