k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,74.9495,12.4916,9.21416
1,6,74.9495,146,11.8418,7.46408
2,12,146,221,12.5,7.62136
3,18,221,286,10.8333,5.49076
4,24,286,361,12.5,8.67985
5,30,361,420.909,9.98486,5.39015
6,36,420.909,491,11.6818,7.00753
7,42,491,551,10,4.48586
8,48,551,621,11.6667,6.7143
9,54,621,682,10.1667,4.8609
10,60,682,756,12.3333,8.22356
11,66,756,826,11.6667,8.36467
12,72,826,886,10,6.1221
13,78,886,961,12.5,10.4598
14,84,961,1035,12.3333,10.3117
15,90,1035,1105,11.6667,11.8731
16,96,1105,1191,14.3333,16.3206
17,102,1191,1266,12.5,13.71
18,108,1266,1339,12.1667,11.6529
19,114,1339,1413.8,12.466,12.6489
20,120,1413.8,1488.75,12.4916,10.8309
21,126,1488.75,1563.7,12.4916,9.10522
22,132,1563.7,1624.24,10.091,4.84498
23,138,1624.24,1684,9.95978,4.65522
24,144,1684,1745,10.1667,5.19472
25,150,1745,1819,12.3333,8.30935
26,156,1819,1879,10,4.46908
27,162,1879,1954.03,12.5057,8.69752
