k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,1008,168,1008,0,0,12.4916,,,9.21416,0.550297
1,1014,162,1014,0,74.9495,11.8418,12.4916,-0.649823,7.46408,0.409979
2,1020,156,1020,0,146,12.5,12.5,0,7.62136,0.365424
3,1026,150,1026,0,221,10.8333,10.8333,0,5.49076,0.324396
4,1032,144,1032,0,286,12.5,11.3333,1.16667,8.67985,0.293626
5,1038,138,1038,0,361,9.98486,12.4832,-2.49832,5.39015,0.275553
6,1044,132,1044,0,420.909,11.6818,11.6818,0,7.00753,0.248506
7,1050,126,1050,0,491,10,11,-1,4.48586,0.239781
8,1056,120,1056,0,551,11.6667,11.6667,0,6.7143,0.204625
9,1062,114,1062,0,621,10.1667,11.5,-1.33333,4.8609,0.183585
10,1068,108,1068,0,682,12.3333,9.83333,2.5,8.22356,0.174324
11,1074,102,1074,0,756,11.6667,12.5,-0.833333,8.36467,0.138078
12,1080,96,1080,0,826,10,11.6667,-1.66667,6.1221,0.122375
13,1086,90,1086,0,886,12.5,10,2.5,10.4598,0.110838
14,1092,84,1092,0,961,12.3333,13.1667,-0.833333,10.3117,0.0926776
15,1098,78,1098,0,1035,11.6667,12.5,-0.833333,11.8731,0.0804592
16,1104,72,1104,0,1105,14.3333,13.5,0.833333,16.3206,0.0644925
17,1110,66,1110,0,1191,12.5,12.5,0,13.71,0.0539184
18,1116,60,1116,0,1266,12.1667,11.6667,0.5,11.6529,0.0464479
19,1122,54,1122,0,1339,12.466,10.1667,2.29935,12.6489,0.0344838
20,1128,48,1128,0,1413.8,12.4916,12.4916,0,10.8309,0.021418
21,1134,42,1134,0,1488.75,12.4916,11.6588,0.832772,9.10522,0.0137737
22,1140,36,1140,0,1563.7,10.091,10.091,0,4.84498,0.00967675
23,1146,30,1146,0,1624.24,9.95978,9.95978,0,4.65522,0.007078
24,1152,24,1152,0,1684,10.1667,10.6667,-0.5,5.19472,0.00480529
25,1158,18,1158,0,1745,12.3333,12.3333,0,8.30935,0.00313692
26,1164,12,1164,0,1819,10,10,0,4.46908,0.00106292
27,1170,6,1170,0,1879,12.5057,12.5057,0,8.69752,0.000233583
