k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,846,280,846,0,0,12.6667,,,8.84386,15.4603
1,852,274,852,0,76,12.8333,13,-0.166667,9.21508,14.7397
2,858,268,858,0,153,12.8333,12.8333,0,7.63609,14.1248
3,864,262,864,0,230,12.6667,12,0.666667,8.62353,13.4046
4,870,256,870,0,306,11.6667,12.8333,-1.16667,6.48091,12.8458
5,876,250,876,0,376,11,10.8333,0.166667,6.17969,12.1964
6,882,244,882,0,442,12.5,11,1.5,8.84898,11.5791
7,888,238,888,0,517,13,13.1667,-0.166667,8.23113,11.208
8,894,232,894,0,595,12.6667,13,-0.333333,7.47135,1030.7
9,900,226,900,0,671,12.6667,13.1667,-0.5,7.26397,9.60733
10,906,220,906,0,747,12.8333,12.6667,0.166667,7.59042,1913.4
11,912,214,912,0,824,12.6667,12.5,0.166667,6.97174,8.48664
12,918,208,918,0,900,12.1667,12.1667,0,7.23489,7.83901
13,924,202,924,0,973,12.1667,12.3333,-0.166667,7.52263,1037.16
14,930,196,930,0,1046,11.8333,12,-0.166667,7.84513,970.684
15,936,190,936,0,1117,11.8333,11.6667,0.166667,8.22178,6.4236
16,942,184,942,0,1188,12.6667,12.8333,-0.166667,7.96197,6.13753
17,948,178,948,0,1264,12.5,12.5,0,8.13311,5.8673
18,954,172,954,0,1339,12.1667,12.1667,0,8.30544,1029.97
19,960,166,960,0,1412,12.1667,12.1667,0,8.16223,1061.9
20,966,160,966,0,1485,12.1667,12.1667,0,8.13332,4.76202
21,972,154,972,0,1558,12.5,12.6667,-0.166667,7.99785,4.40606
22,978,148,978,0,1633,12.3333,12.3333,0,8.22398,4.04418
23,984,142,984,0,1707,12.6667,12.6667,0,7.78439,1069.45
24,990,136,990,0,1783,12.3333,12.1667,0.166667,7.9285,1021.99
25,996,130,996,0,1857,12.3333,12.5,-0.166667,7.85463,3.11009
26,1002,124,1002,0,1931,12,12,0,7.3178,2.65319
27,1008,118,1008,0,2003,12,11.8333,0.166667,7.65891,2.55971
28,1014,112,1014,0,2075,12,11.8333,0.166667,7.67029,2.18528
29,1020,106,1020,0,2147,11.3333,11.3333,0,7.94077,2.02343
30,1026,100,1026,0,2215,11.5,11.6667,-0.166667,7.13999,1.87803
31,1032,94,1032,0,2284,11.6667,11.6667,0,7.23899,1.56016
32,1038,88,1038,0,2354,11.8333,11.8333,0,6.65612,1.38885
33,1044,82,1044,0,2425,11.8333,11.8333,0,7.27296,1.24811
34,1050,76,1050,0,2496,12,12,0,7.21175,1.10864
35,1056,70,1056,0,2568,11.8333,11.8333,0,7.30279,0.960224
36,1062,64,1062,0,2639,11.8333,11.8333,0,7.43581,0.825451
37,1068,58,1068,0,2710,12,11.8333,0.166667,7.1917,0.634531
38,1074,52,1074,0,2782,12,12,0,6.68465,0.481409
39,1080,46,1080,0,2854,12,11.8333,0.166667,7.08333,0.364062
40,1086,40,1086,0,2926,11.5,11.5,0,7.25011,0.274732
41,1092,34,1092,0,2995,11.6667,11.6667,0,7.49961,0.198132
42,1098,28,1098,0,3065,11.8333,11.8333,0,7.24186,0.129458
43,1104,22,1104,0,3136,11.6667,11.8333,-0.166667,6.85318,0.0713686
44,1110,16,1110,0,3206,11.6667,11.6667,0,6.96407,0.0290139
45,1116,10,1116,0,3276,11.6667,11.6667,0,7.32338,0.00532454
46,1122,4,1122,0,3346,11.75,11.75,0,4.75379,0.000119583
