k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,76,12.6667,9.34975
1,6,76,153,12.8333,8.66761
2,12,153,226,12.1667,7.78826
3,18,226,298,12,7.1509
4,24,298,369,11.8333,7.00932
5,30,369,444,12.5,8.23821
6,36,444,514,11.6667,7.33812
7,42,514,583,11.5,7.01247
8,48,583,656,12.1667,7.54159
9,54,656,730,12.3333,7.56184
10,60,730,800,11.6667,7.52203
11,66,800,870,11.6667,8.06582
12,72,870,941,11.8333,8.02595
13,78,941,1013,12,7.60712
14,84,1013,1085,12,7.11594
15,90,1085,1155,11.6667,7.02528
16,96,1155,1226,11.8333,7.27393
17,102,1226,1303,12.8333,8.60841
18,108,1303,1374,11.8333,7.40791
19,114,1374,1445,11.8333,7.47293
20,120,1445,1520,12.5,8.1944
21,126,1520,1594,12.3333,7.58742
22,132,1594,1668,12.3333,7.23154
23,138,1668,1742,12.3333,7.16481
24,144,1742,1816,12.3333,6.76679
25,150,1816,1889,12.1667,6.49531
26,156,1889,1963,12.3333,7.27594
27,162,1963,2033,11.6667,7.09887
28,168,2033,2107,12.3333,7.15957
29,174,2107,2182,12.5,6.40844
30,180,2182,2258,12.6667,5.39985
31,186,2258,2331,12.1667,5.86469
32,192,2331,2407,12.6667,7.01463
33,198,2407,2478,11.8333,7.02039
34,204,2478,2552,12.3333,7.97746
35,210,2552,2625,12.1667,8.07278
36,216,2625,2698,12.1667,7.50724
37,222,2698,2772,12.3333,7.68905
38,228,2772,2842,11.6667,7.44309
39,234,2842,2912,11.6667,7.98723
40,240,2912,2983,11.8333,7.6811
41,246,2983,3054,11.8333,7.33918
42,252,3054,3127,12.1667,7.32099
43,258,3127,3200,12.1667,7.70677
44,264,3200,3273,12.1667,7.72557
45,270,3273,3346,12.1667,7.74692
46,276,3346,3394,12,4.88449
