k,t_wall,sub_eta,forecast_cycle,staleness_h,d_start,planned_b0_sog,prev_plan_b0_sog,divergence_kn,block0_fuel_mt,sub_solve_s
0,2246,280,2244,2,0,12.6667,,,9.34975,13.0353
1,2252,274,2250,2,76,12.8333,12.1667,0.666667,8.66761,12.449
2,2258,268,2256,2,153,12.1667,13.5,-1.33333,7.78826,11.7815
3,2264,262,2262,2,226,12,12.1667,-0.166667,7.1509,11.3091
4,2270,256,2268,2,298,11.8333,11.8333,0,7.00932,10.7054
5,2276,250,2274,2,369,12.5,11.8333,0.666667,8.23821,10.216
6,2282,244,2280,2,444,11.6667,12,-0.333333,7.33812,9.72415
7,2288,238,2286,2,514,11.5,11.8333,-0.333333,7.01247,9.29636
8,2294,232,2292,2,583,12.1667,12.1667,0,7.54159,8.78279
9,2300,226,2298,2,656,12.3333,11.6667,0.666667,7.56184,8.32283
10,2306,220,2304,2,730,11.6667,11.5,0.166667,7.52203,7.90763
11,2312,214,2310,2,800,11.6667,12,-0.333333,8.06582,7.44879
12,2318,208,2316,2,870,11.8333,12,-0.166667,8.02595,6.99487
13,2324,202,2322,2,941,12,12,0,7.60712,6.57552
14,2330,196,2328,2,1013,12,12,0,7.11594,6.18104
15,2336,190,2334,2,1085,11.6667,11.8333,-0.166667,7.02528,5.81672
16,2342,184,2340,2,1155,11.8333,12.5,-0.666667,7.27393,5.42016
17,2348,178,2346,2,1226,12.8333,12,0.833333,8.60841,5.04752
18,2354,172,2352,2,1303,11.8333,12.3333,-0.5,7.40791,4.71329
19,2360,166,2358,2,1374,11.8333,12,-0.166667,7.47293,4.32856
20,2366,160,2364,2,1445,12.5,12.3333,0.166667,8.1944,3.98772
21,2372,154,2370,2,1520,12.3333,12.5,-0.166667,7.58742,3.69257
22,2378,148,2376,2,1594,12.3333,12.3333,0,7.23154,3.43179
23,2384,142,2382,2,1668,12.3333,12.1667,0.166667,7.16481,5.4292
24,2390,136,2388,2,1742,12.3333,12.1667,0.166667,6.76679,6.60454
25,2396,130,2394,2,1816,12.1667,12.3333,-0.166667,6.49531,4.31616
26,2402,124,2400,2,1889,12.3333,12,0.333333,7.27594,2.59246
27,2408,118,2406,2,1963,11.6667,12,-0.333333,7.09887,2.11812
28,2414,112,2412,2,2033,12.3333,12.1667,0.166667,7.15957,1.84168
29,2420,106,2418,2,2107,12.5,12.8333,-0.333333,6.40844,1.68197
30,2426,100,2424,2,2182,12.6667,13,-0.333333,5.39985,1.45184
31,2432,94,2430,2,2258,12.1667,12.1667,0,5.86469,1.26619
32,2438,88,2436,2,2331,12.6667,12,0.666667,7.01463,1.1272
33,2444,82,2442,2,2407,11.8333,12.1667,-0.333333,7.02039,0.935827
34,2450,76,2448,2,2478,12.3333,12.1667,0.166667,7.97746,0.784709
35,2456,70,2454,2,2552,12.1667,12.1667,0,8.07278,0.646708
36,2462,64,2460,2,2625,12.1667,12.5,-0.333333,7.50724,0.540635
37,2468,58,2466,2,2698,12.3333,12.3333,0,7.68905,0.432986
38,2474,52,2472,2,2772,11.6667,11.6667,0,7.44309,0.328971
39,2480,46,2478,2,2842,11.6667,11.6667,0,7.98723,0.244469
40,2486,40,2484,2,2912,11.8333,11.8333,0,7.6811,0.165455
41,2492,34,2490,2,2983,11.8333,12,-0.166667,7.33918,0.108064
42,2498,28,2496,2,3054,12.1667,12,0.166667,7.32099,0.0641574
43,2504,22,2502,2,3127,12.1667,12.1667,0,7.70677,0.0299438
44,2510,16,2508,2,3200,12.1667,12.1667,0,7.72557,0.00786437
45,2516,10,2514,2,3273,12.1667,12.1667,0,7.74692,0.00123225
46,2522,4,2520,2,3346,12,12,0,4.88449,3.8375e-05
