k,t_h,d_start,d_end,sog_kn,fuel_mt
0,0,0,83,13.8333,12.0285
1,6,83,165,13.6667,10.2306
2,12,165,248,13.8333,11.2813
3,18,248,323,12.5,7.18351
4,24,323,398,12.5,7.66371
5,30,398,471,12.1667,7.62232
6,36,471,543,12,8.03084
7,42,543,614,11.8333,8.08866
8,48,614,691,12.8333,8.51174
9,54,691,763,12,7.14472
10,60,763,833,11.6667,7.45866
11,66,833,915,13.6667,12.254
12,72,915,986,11.8333,7.87763
13,78,986,1058,12,6.9061
14,84,1058,1133,12.5,7.90105
15,90,1133,1207,12.3333,8.53719
16,96,1207,1282,12.5,8.66485
17,102,1282,1352,11.6667,6.40598
18,108,1352,1419,11.1667,6.51126
19,114,1419,1488,11.5,6.85304
20,120,1488,1556,11.3333,6.08055
21,126,1556,1624,11.3333,5.83265
22,132,1624,1693,11.5,5.77768
23,138,1693,1762,11.5,5.61187
24,144,1762,1832,11.6667,5.78208
25,150,1832,1901,11.5,5.32128
26,156,1901,1985,14,8.70992
27,162,1985,2053,11.3333,6.32569
28,168,2053,2121,11.3333,5.6756
29,174,2121,2194,12.1667,5.26117
30,180,2194,2269,12.5,4.49554
31,186,2269,2344,12.5,5.52402
32,192,2344,2420,12.6667,7.4075
33,198,2420,2495,12.5,8.42442
34,204,2495,2574,13.1667,9.09549
35,210,2574,2645.56,11.9262,7.39674
36,216,2645.56,2720,12.4072,7.89859
37,222,2720,2793,12.1667,7.07814
38,228,2793,2859,11,6.46378
39,234,2859,2925,11,6.81275
40,240,2925,2992,11.1667,6.31697
41,246,2992,3060.65,11.442,6.65097
42,252,3060.65,3129,11.3913,5.97548
43,258,3129,3204,12.5,7.97887
44,264,3204,3275,11.8333,7.02584
45,270,3275,3346,11.8333,7.13398
46,276,3346,3393.55,11.8872,4.74941
